,t,T,density,Y_He,Y_Ne,Y_propane(1),Y_H(2),Y_H2(6),Y_CH3(14),Y_CH4(15),Y_C2H6(36),Y_C2H5(37),Y_C2H4(38),Y_C2H3(41),Y_C3H3(66),Y_NC3H7(92),Y_IC3H7(93),Y_C3H5-A(94),Y_C3H6(95),Y_C3H5(101),Y_C4H5(106),Y_C4H5(107),Y_C3H4(167),Y_C3H4(169),Y_PC4H9(183),Y_SC4H9(184),Y_C4H8(189),Y_C4H8(190),Y_C4H7(191),Y_C4H7(192),Y_C4H7(193),Y_C4H6(195),Y_IC4H9(273),Y_C6H10(342),Y_C6H9(343),Y_C5H9(399),Y_C5H9(400),Y_C5H8(403),Y_C5H7(404),Y_C5H9(405),Y_C5H9(407),Y_C5H11(421),Y_C5H11(422),Y_C5H9(428),Y_C5H11(537),Y_C5H11(540),Y_C5H10(541),Y_C4H6(770),Y_C4H5(774),Y_C4H7(777),Y_C4H5(781),Y_C4H5(793),Y_C3H4(801)
10,0.00015383597885469048,1000.0,0.366450952915954,0.0,0.0,1.7689661283902786e-19,1.8823133367732858e-15,5.609238564991049e-15,1.918527676591844e-10,3.0453913574114048e-12,0.9999999997993777,5.7015545307768164e-12,1.5055251123927234e-14,8.38459001668512e-28,3.2579628113874375e-53,2.0209389224305829e-26,5.4461661781880885e-24,1.3987009503431535e-36,2.5480061283575222e-26,2.027180160703655e-39,6.215680056083015e-56,2.9341655806326423e-55,1.1919339468739297e-42,1.6561185363425082e-42,9.65955069898228e-29,4.086260278629212e-31,6.334208470923549e-31,7.342501064408084e-34,3.81138492005443e-42,1.0209320342799283e-43,5.3644221435428016e-46,3.2446604365465573e-43,2.0461404238979497e-36,1.569104714171214e-63,5.688111139349386e-71,4.718866495950664e-55,1.5388686498888532e-53,7.385034410270527e-56,2.0013915020643547e-67,1.8865942966606982e-57,1.8163378194948646e-55,3.213179980747018e-42,2.1755067604693566e-40,1.735969595808337e-54,1.5200982310931251e-40,1.3039865756264055e-40,4.063004424909964e-60,4.3353877075070873e-47,1.8920038351058968e-61,1.5882432214216695e-45,3.112020581757043e-59,2.3983742375590073e-60,1.1628645007884077e-51
11,0.00021286933321102862,1000.0,0.36645095288854684,0.0,0.0,6.255207118326379e-19,2.346268281645595e-15,9.574148456248928e-15,2.6398259815629574e-10,5.806244876982161e-12,0.9999999997193791,1.0781225624811228e-11,3.886401871707471e-14,4.153943780529116e-27,7.285170671554563e-52,9.723706468774187e-26,1.9222943714270283e-23,1.4337036450067543e-35,1.2222504313940836e-25,2.1616248706066965e-38,3.254012747795272e-54,1.356754005630357e-53,1.6664173027478784e-41,2.370971724565e-41,6.503953484435572e-28,3.6751089880361386e-30,5.783762425479938e-30,8.926322940613085e-33,4.971659245069272e-41,2.1685077207807223e-42,1.1383440639111194e-44,7.113995265495287e-42,2.421445607450673e-35,1.4602652578410538e-62,1.6436711908595619e-68,2.771524601028439e-53,6.180547556230614e-52,4.378472794769281e-54,1.8347067149490768e-65,1.1328893578980014e-55,1.0553679642469311e-53,5.91599384943961e-41,3.0758725159282495e-39,5.843798207359143e-53,1.870055318213717e-39,1.493624524693629e-39,3.497357002048997e-58,1.0006969438040017e-45,8.77040333477463e-60,3.380958751932646e-44,1.4919440597991373e-57,1.2587039258152102e-58,1.6800020684197837e-50
12,0.00027190268756736673,1000.0,0.3664509528611335,0.0,0.0,1.6006412646222299e-18,2.9176587809357716e-15,1.4518846233656035e-14,3.3529774648684594e-10,9.436399489855361e-12,0.9999999996377366,1.7432538207298046e-11,7.930682610049439e-14,1.3128186008707557e-26,4.856394089577573e-51,3.0334371547765297e-25,4.910920362410697e-23,6.457162555888169e-35,3.8465162487870485e-25,9.796444811349485e-38,2.705629000473241e-53,1.1830913670696546e-52,9.206273570909917e-41,1.3163698524470645e-40,2.5117728281429005e-27,1.698180545510067e-29,2.7024357992118026e-29,4.923798730382777e-32,2.7680063697902094e-40,1.2427737134536396e-41,6.491288503219637e-44,4.78980547718829e-41,1.3114137175918923e-34,9.00076418353287e-62,2.6040751968016537e-67,2.880725639417591e-52,5.591019052754446e-51,4.542847084764936e-53,2.150099565088504e-64,1.1363251716823197e-54,8.148230270789577e-53,3.6069967198260793e-40,1.6032838231272723e-38,4.902584007111172e-52,8.911638102226109e-39,7.268772699920308e-39,4.1315854545496625e-57,6.884149597510247e-45,7.605609036446229e-59,1.9400774312335523e-43,1.3196252801805798e-56,1.0476360356645732e-57,9.37307045593561e-50
13,0.0003309360419237049,1000.0,0.36645095283371176,0.0,0.0,3.40597752119313e-18,3.6414640068406885e-15,2.066931067729941e-14,4.058072206888644e-10,1.3926241581739635e-11,0.9999999995544646,2.5636786297597684e-11,1.407690391214617e-13,3.344785787466495e-26,2.4234524503830797e-50,7.605344158913809e-25,1.0433319019604087e-22,2.3068538325014465e-34,9.693391284323142e-25,3.5315877751780495e-37,1.981599782005587e-52,8.819981450966456e-52,3.713232793921381e-40,5.331928988723593e-40,7.54761480973489e-27,5.819575829753388e-29,9.35278672599864e-29,1.9324287676679993e-31,1.1274716670159848e-39,6.142196487235931e-41,3.2147877461632312e-43,2.515741560019958e-40,5.064597173640649e-34,3.393250561366761e-61,4.1527064582983066e-66,2.1369439386595117e-51,3.900677003345271e-50,3.371662501754263e-52,1.7764086067098701e-63,8.40411882291397e-54,5.829169113333778e-52,1.653972020987171e-39,6.788590246297298e-38,3.361989755822132e-51,3.6429594781897007e-38,2.974059416840569e-38,3.279575899882504e-56,3.6412109541984583e-44,5.668776833125972e-58,9.589615178274744e-43,9.856414418407362e-56,7.673379937472412e-57,3.805728022778592e-49
14,0.00038996939628004306,1000.0,0.3664509528062801,0.0,0.0,6.424934666882114e-18,4.533414411254429e-15,2.8321284055471656e-14,4.755203719076779e-10,1.926579184296247e-11,0.9999999994695775,3.537544153550927e-11,2.2779848051773234e-13,7.377977596971398e-26,9.920959301288418e-50,1.6511381079202087e-24,1.9649757550766735e-22,6.952521047193319e-34,2.1161709756017643e-24,1.0714231295215444e-36,1.1904303782151135e-51,5.217333600645877e-51,1.2430217885748916e-39,1.791126212045951e-39,1.9108943027223397e-26,1.6554724244623434e-28,2.6862712204486653e-28,6.184614289355136e-31,3.766948039451267e-39,2.4632962357794805e-40,1.290552213840261e-42,1.0490078140965166e-39,1.5959935108264443e-33,8.69599001679497e-61,5.00920143952952e-65,1.2836807389481045e-50,2.2116720698180844e-49,2.0285566202936923e-51,1.1858435596595251e-62,5.07151253394781e-53,3.524901725675905e-51,6.15607702935489e-39,2.3277411727314943e-37,1.8502965245565858e-50,1.1879178858133963e-37,9.533899735868484e-38,2.084622984574453e-55,1.532768927057755e-43,3.354671655385905e-57,3.847511722457399e-42,5.859502491242509e-55,4.610994327638195e-56,1.2808500279226808e-48
15,0.0005074841880213248,1000.0,0.36645095275163636,0.0,0.0,1.7998746868556273e-17,6.8012403479871614e-15,4.929094403601737e-14,6.119603492873213e-10,3.2386038382590935e-11,0.9999999992958423,5.926009951706601e-11,4.945654348913967e-13,2.7176031631023777e-25,1.2163801429064003e-48,5.8926723106383925e-24,5.485147105935257e-22,4.353186319526486e-33,7.710575334714707e-24,6.746662053109089e-36,2.1191002320051504e-50,9.799606573989566e-50,1.0759320723411588e-38,1.5570774689199842e-38,8.888729564879516e-26,1.0047315173663022e-27,1.6796459661151406e-27,5.0715444646347616e-30,3.2845737502258087e-38,2.457568733210984e-39,1.285328418889179e-41,1.1869632811728126e-38,1.2427599075061283e-32,9.628532173639425e-60,2.531678323738086e-63,2.8479561647352684e-49,3.0806915308433104e-48,4.535065860802025e-50,4.054113527899898e-61,1.110631159326325e-51,5.40775136232755e-50,5.881507197161161e-38,1.747584517083476e-36,2.2630166337888363e-49,7.55598377450673e-37,6.015180324394126e-37,7.30254681243515e-54,1.788803237980109e-42,6.264604002104235e-56,3.8437631130401514e-41,1.1318983957600225e-53,8.222817917984931e-55,1.1189097035869614e-47
16,0.0006249989797626065,1000.0,0.36645095269693256,0.0,0.0,4.0582400270862865e-17,9.724365182054536e-15,7.993942564788458e-14,7.453509197180178e-10,4.8760119113338044e-11,0.999999999115864,8.902019853794071e-11,9.142584523169895e-13,7.537211681080161e-25,9.892441198698801e-48,1.5911511156462655e-23,1.2324976111415193e-21,1.871272301456147e-32,2.1269856800852418e-23,2.9148963300701317e-35,2.7152615455464987e-49,1.1313084389913231e-48,5.489551898221177e-38,7.964563465432047e-38,2.900336647702364e-25,3.914379780227475e-27,6.699902503515086e-27,2.3930918529310583e-29,1.7490243383023776e-37,1.6989130326048947e-38,8.930897814064763e-41,7.637414575837258e-38,5.649564692547673e-32,2.2140067274365164e-59,9.224548352084154e-62,3.2068999402190974e-48,3.189528148970667e-47,5.152598132873527e-49,6.428805700036718e-60,1.2981352785934215e-50,7.556500205319405e-49,3.2565731507492685e-37,8.713223888092038e-36,2.307203507199388e-48,3.4861239582423e-36,2.6093579685193223e-36,9.065569672444512e-53,1.160697706957653e-41,7.257636298630132e-55,2.657834614759623e-40,1.310738996718003e-52,1.0537442896116313e-53,5.734731226679076e-47
17,0.0008022962601761181,1000.0,0.3664509526142573,0.0,0.0,1.072651523387928e-16,1.533688881919483e-14,1.498225152102623e-13,9.409797237527315e-10,7.946149244312184e-11,0.9999999988327332,1.4474961890394557e-10,1.9099418962229218e-12,2.560021822060993e-24,1.0845685250048567e-46,5.194289092412395e-23,3.2406978632900907e-21,1.0443750509200653e-31,7.175690195644892e-23,1.6323007387214556e-34,4.1389737549622736e-48,1.7325589075245188e-47,3.912411346231538e-37,5.688279349261552e-37,1.1883510560896114e-24,1.981193475071856e-26,3.5151424501269804e-26,1.54296529906079e-28,1.2918660300989327e-36,1.5103125390029877e-37,7.942043181741862e-40,6.999215530749226e-37,3.4394247624193756e-31,1.0214787261918233e-58,3.762029171907334e-60,5.195387953473144e-47,3.936294552437384e-46,8.427125893908608e-48,1.5256348335254682e-58,2.122886056448229e-49,1.0600316335790709e-47,2.4537257765882416e-36,5.648533358265921e-35,2.6828706948095766e-47,2.0057984484329174e-35,1.4701141830593473e-35,1.8924872929154213e-51,1.0774547020025122e-40,1.10887891010188e-53,2.364303028447807e-39,2.0295808734124292e-51,1.607426710859797e-52,4.10533990586037e-46
18,0.0009795935405896299,1000.0,0.3664509525313722,0.0,0.0,2.32021211316469e-16,2.2353285023183296e-14,2.5528794087432835e-13,1.1300501207951079e-09,1.1716090699242853e-10,0.9999999985359548,2.131155483627945e-10,3.4398024590893297e-12,6.74666434256871e-24,5.8005285564051004e-46,1.3187220320596852e-22,6.974564940437985e-21,3.827139682739939e-31,1.8771933253593383e-22,5.986589449972473e-34,2.597043443639984e-47,1.162581109086565e-46,1.7213974630695315e-36,2.504545619766237e-36,3.5968783096050764e-24,6.970702919540682e-26,1.275306546397515e-25,6.458653166940746e-28,5.776826661731136e-36,7.237475811814184e-37,3.802853870516094e-39,3.7021526896802807e-36,1.373641047269965e-30,7.782664978100694e-58,4.237419895437683e-59,3.766313972098755e-46,2.4497445857937283e-45,6.113290778815291e-47,1.2343590127446598e-57,1.5129703836670808e-48,5.889370324412289e-47,1.1066949515937845e-35,2.2983478005429434e-34,1.6261237732583038e-46,7.580308077163873e-35,5.688111491881406e-35,1.5855079421007418e-50,5.737368508431665e-40,7.422434864063273e-53,1.1333731997559943e-38,1.3690726562328008e-50,1.0089597809592116e-51,1.8101530005710985e-45
19,0.0011568908210031414,1000.0,0.36645095244823517,0.0,0.0,4.3970193068358315e-16,3.072628218230237e-14,4.0412569967511134e-13,1.3127824471077039e-09,1.6162324178247084e-10,0.9999999982258535,2.936933990497433e-10,5.610947065992681e-12,1.508830775595345e-23,2.5408251064820194e-45,2.84381281654562e-22,1.3151772854778982e-20,1.1500568994915582e-30,4.1665139846750826e-22,1.800483740954357e-33,1.4286433112786342e-46,6.516842822661619e-46,5.895552674583769e-36,8.581305946447581e-36,8.985920219539394e-24,1.96698832846653e-25,3.704007019447485e-25,2.104120484924279e-27,2.0735404985782848e-35,2.887431760947807e-36,1.5205956571134047e-38,1.5381454391991127e-35,4.2852451748302605e-30,3.179850940568372e-57,4.560283800538696e-58,2.0933103198260405e-45,1.2656300725424115e-44,3.404667326101653e-46,8.112661900855993e-57,8.41508352583333e-48,3.1404957875512496e-46,3.930131183557559e-35,7.644378460908182e-34,8.34231280558387e-46,2.4141766104425346e-34,1.7811736785639502e-34,9.596934353507628e-50,2.3921829761438454e-39,4.161315485587429e-52,4.5220778177872095e-38,7.682884970148376e-50,5.550475405142091e-51,6.207510133230183e-45
20,0.001334188101416653,1000.0,0.3664509523648059,0.0,0.0,7.58866257928475e-16,4.040915621336302e-14,6.03841468882189e-13,1.4893890058715634e-09,2.1262195033277702e-10,0.999999997902742,3.860740782789233e-10,8.526576149068543e-12,3.0093852822297837e-23,9.417097125283705e-45,5.470615687534634e-22,2.2584788054244664e-20,2.9902703471716937e-30,8.247933082082892e-22,4.683984515742988e-33,6.585937653041429e-46,2.99026610656988e-45,1.7192877147128608e-35,2.503191807528532e-35,1.9641738040900865e-23,4.777902589494556e-25,9.257253432885088e-25,5.806145871829307e-27,6.358491840248348e-35,9.689144137076384e-36,5.107042841831844e-38,5.297592925594387e-35,1.1336711279012932e-29,1.1048380388612094e-56,3.767817382480233e-57,9.707811552063244e-45,5.442082393991995e-44,1.5839411026603022e-45,4.529860193638105e-56,3.9228428517152354e-47,1.4251629555306693e-45,1.1757596441461524e-34,2.152350559589733e-33,3.5404846436253916e-45,6.4640950089028e-34,4.70640134063272e-34,4.787152505821696e-49,8.27003771822204e-39,1.9095749011201323e-51,1.517684472930562e-37,3.533583703551197e-49,2.559059619800252e-50,1.8119714558774082e-44
21,0.001617467868164632,1000.0,0.36645095223080154,0.0,0.0,1.5790707360491257e-15,5.849150116481326e-14,1.0464955658634176e-12,1.759360513220746e-09,3.0712868169807546e-10,0.9999999973602335,5.571920066157821e-10,1.49771718727362e-11,7.654936722692402e-23,5.830722215470158e-44,1.3124308857561059e-21,4.661489296166814e-20,1.100971286834299e-29,2.0729966843344283e-21,1.724203152211693e-32,5.26135206701476e-45,2.4657181679012236e-44,7.664618902570384e-35,1.1159575313769362e-34,5.616924529799151e-23,1.5865225804265692e-24,3.2304369661282638e-24,2.346362203822791e-26,3.0354280107989048e-34,5.046398423174807e-35,2.6590721586858445e-37,2.945607297505855e-34,4.251555925477214e-29,1.2398329722023374e-55,6.837047068826818e-56,8.29875370777252e-44,3.610097364977038e-43,1.367115830418737e-44,5.32225045261699e-55,3.383335460515629e-46,1.0121601849228276e-44,5.185433340969193e-34,8.634696799427602e-33,2.2711981204190835e-44,2.39615482259428e-33,1.7279854006624052e-33,5.1812733755881234e-48,4.6266171822407865e-38,1.5725313232214555e-50,7.906661365661698e-37,2.93033444433826e-48,2.0451051010547375e-49,8.085868567879905e-44
