,t,T,density,Y_He,Y_Ne,Y_propane(1),Y_H(2),Y_H2(6),Y_CH3(14),Y_CH4(15),Y_C2H6(36),Y_C2H5(37),Y_C2H4(38),Y_C2H3(41),Y_C3H3(66),Y_NC3H7(92),Y_IC3H7(93),Y_C3H5-A(94),Y_C3H6(95),Y_C3H5(101),Y_C4H5(106),Y_C4H5(107),Y_C3H4(167),Y_C3H4(169),Y_PC4H9(183),Y_SC4H9(184),Y_C4H8(189),Y_C4H8(190),Y_C4H7(191),Y_C4H7(192),Y_C4H7(193),Y_C4H6(195),Y_IC4H9(273),Y_C6H10(342),Y_C6H9(343),Y_C5H9(399),Y_C5H9(400),Y_C5H8(403),Y_C5H7(404),Y_C5H9(405),Y_C5H9(407),Y_C5H11(421),Y_C5H11(422),Y_C5H9(428),Y_C5H11(537),Y_C5H11(540),Y_C5H10(541),Y_C4H6(770),Y_C4H5(774),Y_C4H7(777),Y_C4H5(781),Y_C4H5(793),Y_C3H4(801)
0,2.5277970576061993e-10,1000.0,0.3664509529873555,0.0,0.0,6.005564303061511e-38,6.812912562422045e-21,5.470637261006129e-26,3.1993769786411453e-16,1.6597580300218222e-23,0.9999999999999996,1.964571000910134e-19,2.4095959455530534e-27,6.079152371354282e-49,1.6367952311556623e-93,4.422427693123833e-50,1.8588695106619375e-42,2.581002422918945e-66,5.716604564089931e-50,1.3256391711727116e-70,1.674943857737811e-82,1.2474624342842688e-81,1.13992660464736e-77,1.1178425499913467e-78,4.732029449003871e-54,1.7771248437063145e-61,2.6353034362505768e-61,2.872896089566564e-69,1.3451196542767674e-77,7.047629199506076e-80,4.752614395814523e-82,1.8072737544822834e-80,8.773371906905495e-72,7.504315484922187e-98,8.711452761866137e-115,1.7420279960682833e-107,1.1327638555409345e-107,2.1694167014995797e-101,6.248309283409609e-118,5.204204500149196e-106,3.969402322163385e-103,3.487289551540861e-83,2.2222531449312228e-76,0.0,2.7993828290406795e-76,5.195233953937088e-82,7.553723665215748e-116,1.4374203468431778e-88,9.633045976392234e-91,1.3187460723172064e-84,1.1139570757402114e-89,8.142848347186725e-90,2.036873581362389e-91
1,1.986243982080674e-06,1000.0,0.36645095298643376,0.0,0.0,6.500062554379892e-26,5.190798438287734e-17,3.2747216636084455e-18,2.512985426674882e-12,1.0242464240683143e-15,0.9999999999974823,3.4457330417832034e-15,3.320421690215317e-19,1.4762394324628264e-35,6.835275666782575e-66,3.7511461379499334e-34,2.011346369461879e-30,1.7250792537879589e-46,4.860147377489927e-34,1.0555401776989496e-50,3.0478919580926013e-65,2.2736382986222962e-64,6.017892460992334e-54,6.862948017075757e-55,8.941536729838218e-38,2.630547269438539e-41,3.9133432741192477e-41,3.341051780485411e-45,1.5694577793646763e-53,8.098159871782642e-56,4.80838234602573e-58,6.818690903314137e-58,1.0028349500913213e-47,2.545132189495683e-74,2.3374729477265546e-87,2.8605817134625817e-73,1.0697660670387347e-70,4.383707581102799e-74,9.919645226863491e-87,9.628665395146383e-76,1.5462154195378596e-74,1.1410953069420869e-55,9.169319419321147e-53,1.1048624992755252e-69,1.0870156658815568e-52,1.1934358181718723e-52,2.1712618693639462e-79,3.070401386856128e-62,1.3039840902259277e-70,1.1482650548039336e-57,1.010472859473535e-68,1.0765452945115094e-69,3.312022990794704e-64
2,8.236584639695338e-06,1000.0,0.36645095298353303,0.0,0.0,4.53205221574777e-24,2.0527185588455182e-16,3.388108361627723e-17,1.0414550549858194e-11,1.1004906554748096e-14,0.9999999999895473,2.6817918502836124e-14,6.102531420010061e-18,2.3055499247976958e-33,1.3596458354403544e-62,5.822305324078408e-32,1.4019177009504496e-28,6.277314959983701e-44,7.342315619665326e-32,1.692335565758017e-47,7.942584719029457e-63,5.935352467978763e-62,5.1241889788373415e-51,2.1332494588756616e-51,2.6869110361636117e-35,1.658574604131242e-38,2.4760642525725664e-38,4.426692855155025e-42,2.0884225471269194e-50,1.1320249032476227e-52,6.426474654380634e-55,1.89711966422353e-53,1.320875932968945e-44,1.6964465682658402e-71,3.3879999534234684e-84,2.111929463068909e-68,3.764482312540353e-66,3.2507254679291234e-69,1.5434471850033265e-81,7.931969284708591e-71,1.1301430621483222e-68,7.885041090708131e-52,3.02778219725716e-49,1.3653026225455386e-65,3.3581765505710585e-49,3.336061130216653e-49,3.3653229047828308e-74,1.3715410387728773e-57,3.5840698343460605e-68,1.6903400708572584e-54,3.9550135832273095e-66,2.9489191347907985e-67,1.2501144347102368e-60
3,1.4486925297310003e-05,1000.0,0.3664509529806323,0.0,0.0,2.410820905981635e-23,3.462949582461348e-16,8.992076491433131e-17,1.830767890511261e-11,2.998786760316535e-14,0.9999999999815948,6.685407119843227e-14,2.154284947192833e-17,1.3903992543415892e-32,1.971878952875973e-61,3.6537492672911975e-31,7.456402766007062e-28,6.054368206908801e-43,4.7443117935989365e-31,3.165414604321978e-46,4.251426051688879e-62,3.179620219467514e-61,6.219559978771587e-50,4.224870779161563e-50,2.0519605740486644e-34,1.4822452470291085e-37,2.215009207341716e-37,4.540070472131302e-41,2.1485398834306896e-49,1.3377389032342897e-51,7.6139511244217e-54,6.4316080166488426e-52,1.3531993166052438e-43,2.2295355466855657e-70,4.81283967121098e-83,1.1862513778107976e-66,2.0642812304715624e-64,1.8377865290557267e-67,8.938841326677408e-80,5.616713352907646e-69,1.5742928699575638e-66,1.3520849895012719e-50,4.7341335995667994e-48,2.6141109383459383e-64,5.199590384604018e-48,5.1704640229289105e-48,1.9378340750321446e-72,4.750507323565381e-56,1.9422688794390803e-67,2.0082254452469338e-53,2.3516540251422095e-65,1.5960917952566636e-66,2.5080777542818544e-59
4,2.0737265954924667e-05,1000.0,0.3664509529777315,0.0,0.0,8.16046055272608e-23,4.750832524610886e-16,1.7148536686919605e-16,2.6191676565598693e-11,5.87137093620065e-14,0.9999999999736238,1.2489211139142154e-13,5.194080540309485e-17,6.111832961432826e-32,1.568180244361434e-60,1.5393745912759022e-30,2.523601317619956e-27,3.459625274806056e-42,1.9313968076331935e-30,2.5276656157831093e-45,1.7295042850077807e-61,1.2940680930058615e-60,4.260166876126535e-49,3.69139518133714e-49,1.2019091464975904e-33,9.3044651655663e-37,1.3912464156064302e-36,3.0700842746106194e-40,1.4572358670358967e-48,1.0492944710535498e-50,5.946429829299652e-53,9.662749091679026e-51,9.14776099368376e-43,1.1694042655695186e-69,3.1024282770456083e-82,5.9380149410644576e-65,1.0303775037475199e-62,9.186989663161753e-66,4.48651036955303e-78,2.776733228700372e-67,6.760875991881793e-65,1.6042131002626738e-49,5.331122903609904e-47,6.33727383420548e-63,5.863710758424363e-47,6.515428991577216e-47,9.732041448168327e-71,7.332325663681833e-55,7.930356375879207e-67,1.5792838042177644e-52,9.95871683948106e-65,6.512963748880918e-66,2.2273879975362502e-58
5,2.6987606612539332e-05,1000.0,0.36645095297483066,0.0,0.0,2.0858233677749855e-22,5.925668128069591e-16,2.771090646932931e-16,3.406631967838189e-11,9.742129208643852e-14,0.9999999999656337,2.0133792230485555e-13,1.0278075856749766e-16,1.9411060403103862e-31,9.196097834538765e-60,4.7631969429764775e-30,6.4493918269051176e-27,1.5421325415856047e-41,5.8469117063785064e-30,1.4325953503744117e-44,4.4311168560796305e-61,3.3178475162908407e-60,2.2051810569719185e-48,2.2515606026947983e-48,4.706368200197186e-33,4.079662233746611e-36,6.10515868274167e-36,1.4813783854763995e-39,7.062865839057099e-48,6.166227195850669e-50,3.475424902691531e-52,8.857466130879982e-50,4.410022008463432e-42,4.742084966890661e-69,1.823520201900996e-81,1.0160706905791393e-63,1.670721361462047e-61,1.574311526827721e-64,8.108965386625464e-77,4.946198105756219e-66,1.2791902404839818e-63,1.1617640753732904e-48,3.515323913423875e-46,7.2069447478944196e-62,3.8347750179790826e-46,4.391817195648449e-46,1.750828072229647e-69,6.933751601811976e-54,2.0506467617607927e-66,9.304461514592805e-52,2.769706536707444e-64,1.6823206976484454e-65,1.3755970237573617e-57
6,4.0618132451655746e-05,1000.0,0.3664509529685045,0.0,0.0,1.0306931111076566e-21,8.167116501377425e-16,5.793146854118805e-16,5.120632623598392e-11,2.1677022134935655e-13,0.9999999999481427,4.322607462976175e-13,3.215550880981007e-16,1.3733340965828812e-30,3.999813192144703e-58,3.4606477317775017e-29,3.185149795201124e-26,2.0957702406666268e-40,4.3598926254264987e-29,2.1411470314470317e-43,6.415803351677787e-60,4.8099994536560504e-59,5.370048454556626e-47,6.071795596172481e-47,4.9212054825218714e-32,7.084116989894997e-35,1.0666335290703315e-34,4.311200214405873e-38,2.0647342857026502e-46,1.695154607044713e-48,9.18142075744862e-51,2.748067238612334e-48,1.2657493221835626e-40,1.4886407564699492e-67,1.5897078338114737e-79,1.175022183319587e-61,9.498228012952419e-60,1.8224333774552698e-62,1.9020533942736803e-74,4.881652172847378e-64,7.186126636372146e-62,4.129823473080546e-47,7.09266316951448e-45,2.2640866992899676e-60,6.961969176272034e-45,7.713042437165196e-45,4.1083932414931115e-67,2.864941972644482e-52,2.98775457092519e-65,2.6014512848975634e-50,4.331391219704549e-63,2.4471884258857423e-64,3.995866628863098e-56
7,6.892259405241443e-05,1000.0,0.36645095295536784,0.0,0.0,8.734389759095598e-21,1.1825213234673226e-15,1.4589986662596413e-15,8.665543072117229e-11,6.171568116516011e-13,0.9999999999115321,1.191005123686042e-12,1.513442139920013e-15,1.835974688290811e-29,4.926490450833135e-56,4.960658393440343e-28,2.6954264310706707e-25,6.284609540199683e-39,6.682430625133912e-28,6.495381673612287e-42,2.4141989034920762e-58,1.8195793275146255e-57,3.248186468884894e-45,3.718810035411641e-45,1.0853107198516664e-30,3.0511875852949203e-33,4.664489500262981e-33,3.739005842525828e-36,1.8166023746868153e-44,1.3750777426181391e-46,7.282394947880016e-49,2.120777476450078e-46,1.0654039183822529e-38,1.1260259121599873e-65,6.6436906526795706e-77,2.735572405376298e-59,1.0714319991678133e-57,4.25329750624167e-60,9.188395553607747e-72,1.0389397314253218e-61,8.372043024590059e-60,3.9448403480338927e-45,3.631717023483104e-43,1.7970942217729544e-58,2.9107006976612006e-43,2.8914695792326643e-43,1.979515940714594e-64,2.696112031333653e-50,1.1420335623746332e-63,2.1335087316433847e-48,1.8748324050074242e-61,9.298764086366209e-63,2.5721924223558235e-54
8,9.72270556531731e-05,1000.0,0.3664509529422307,0.0,0.0,3.151196658853834e-20,1.4537847520926613e-15,2.6236449048862692e-15,1.2191223657847534e-10,1.222734332415886e-12,0.9999999998745326,2.3241804946742338e-12,4.03871914659389e-15,1.0183151572694012e-28,1.0677810917903202e-54,2.525060726778529e-27,9.716436865907524e-25,8.934592276037494e-38,3.209181372503577e-27,1.2396448501201024e-40,1.379674806395477e-57,7.625716022397138e-57,5.514602241867377e-44,7.426679092024653e-44,8.050885189947247e-30,2.589332082081661e-32,3.975218976214278e-32,3.621817544537319e-35,1.8461433772580957e-43,4.1089054616191105e-45,2.190834031822746e-47,9.523654540685342e-45,1.025574845749449e-37,8.425725984244344e-65,2.1664835670859283e-73,5.426540835659734e-57,2.1231336145802876e-55,8.512797235073581e-58,1.889360078010669e-69,2.28646287278213e-59,2.9893210841515875e-57,1.1630075038175634e-43,1.0090206466846733e-41,2.9106584602289387e-56,7.812396510833415e-42,6.521045629023303e-42,3.944770134672301e-62,1.2147553214387095e-48,4.890894571866997e-63,6.376569573517403e-47,8.202667996858146e-61,5.325183238475606e-62,5.1488149654455855e-53
9,0.00012553151725393179,1000.0,0.36645095292909274,0.0,0.0,8.200661411280985e-20,1.676249753584165e-15,4.016627093734377e-15,1.5697768118491494e-10,2.0325026945877488e-12,0.9999999998371469,3.828654377599073e-12,8.385931012601673e-15,3.2492583332492752e-28,6.937361495879328e-54,7.951984962833532e-27,2.526667424266358e-24,3.952437185886445e-37,1.0076638475909462e-26,5.592797035120221e-40,9.820782080103042e-57,4.939742279492914e-56,2.9926932565832196e-43,4.105372333054486e-43,3.1452037379676903e-29,1.1838263276172957e-31,1.8265423473395986e-31,1.8990481892761147e-34,9.694572864312105e-43,2.1469082855568645e-44,1.1293562255348803e-46,6.145684120658442e-44,5.333264650899905e-37,4.251419181342568e-64,3.700699058604752e-72,6.231522719757471e-56,2.1701754330717798e-54,9.752377270201106e-57,2.423828598202843e-68,2.513407198844842e-58,2.5598864331093583e-56,6.9466113713866084e-43,5.068741282782434e-41,2.528262902446011e-55,3.627786001736172e-41,3.0526101638351235e-41,5.0237715568675346e-61,8.133350566152556e-48,3.171872676607165e-62,3.339402482382784e-46,5.224470907985948e-60,3.788469645308168e-61,2.87103663409468e-52
