,t,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s43,s44,s49,s50,s51,s62,s69,s70,s77,s83,s89,s90,s102,s104,s110,s111,s112,s118,s135,s137,s147,s155,s171,s177,s186,s188,s189,s208,s209,s213,s214,s222,s225,s239,s245,s255,s264,s265,s269,s271,s290,s291,s292,s293,s294,s295,s296,s322,s323,s324,s329,s344,s359,s371,s372,s398,s408,s420,s428,s438,s454,s455,s512,s513,s514,s520,s524,s525,s526,s527,s528,s530,s545,s570,s571,s574,s602,s604,s609,s611,s612,s613,s614,s615,s616,T,density,Y_He,Y_Ne,Y_propane(1),Y_H(2),Y_H2(6),Y_CH3(14),Y_CH4(15),Y_C2H6(36),Y_C2H5(37),Y_C2H4(38),Y_C2H3(41),Y_C3H3(66),Y_NC3H7(92),Y_IC3H7(93),Y_C3H5-A(94),Y_C3H6(95),Y_C3H5(101),Y_C4H5(106),Y_C4H5(107),Y_C3H4(167),Y_C3H4(169),Y_PC4H9(183),Y_SC4H9(184),Y_C4H8(189),Y_C4H8(190),Y_C4H7(191),Y_C4H7(192),Y_C4H7(193),Y_C4H6(195),Y_IC4H9(273),Y_C6H10(342),Y_C6H9(343),Y_C5H9(399),Y_C5H9(400),Y_C5H8(403),Y_C5H7(404),Y_C5H9(405),Y_C5H9(407),Y_C5H11(421),Y_C5H11(422),Y_C5H9(428),Y_C5H11(537),Y_C5H11(540),Y_C5H10(541),Y_C4H6(770),Y_C4H5(774),Y_C4H7(777),Y_C4H5(781),Y_C4H5(793),Y_C3H4(801)
40,3.624318800966814e-05,-1.0097296697901637e-09,-5.6600341047131095e-06,0.0006401346025353923,-2.3996603179519815e-05,0.0,0.0,0.0,-5.861243264896386e-09,0.0,3.343258410508485e-13,-0.5748992894355957,-2.1172454445183777e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4630855030295003e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059864554363,0.0,0.0,1.2297604444559694e-15,1.8862124028931906e-08,2.934719523242098e-08,6.231964728883511e-11,2.1791013981962952e-13,0.9999995287028476,4.2261793438079984e-07,4.0735982661720197e-10,1.835124114077301e-18,5.522712058999044e-42,1.770791872009042e-22,3.8197172671498253e-20,2.892779365990116e-28,4.8074687252207343e-23,4.789053368194103e-31,7.180798569037113e-38,3.854820577859414e-37,6.978778468128499e-35,8.991457427008902e-35,6.630126573809421e-20,7.541246673357007e-23,1.145187188979734e-22,3.056816305553007e-26,8.378558751944956e-30,5.428481234611692e-30,5.525147323418519e-32,6.535532878337298e-30,9.055695680198376e-29,7.699447915090758e-48,1.2591699945545167e-48,3.1054561748073094e-43,5.373178130196087e-41,4.82990229992664e-44,1.2486956226475555e-51,1.7621003617914152e-45,5.424706924404083e-43,5.252575572911482e-35,9.64611216664248e-33,1.0545702620378846e-41,1.0646170751442356e-32,1.5022159338593729e-32,1.3255129048028855e-48,5.741029794547132e-34,3.815204459374877e-43,8.272057568587216e-32,2.895093518242952e-41,2.703155499032475e-42,5.62378579447971e-44
41,4.028668600344864e-05,-1.2647980733186105e-09,-6.86171880640957e-06,0.0008096375284383623,-2.9081250015578737e-05,0.0,0.0,0.0,-6.328810792909138e-09,0.0,1.9242352547264082e-13,-0.6389002125791671,-2.565866322773344e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.405769549833781e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059861002605,0.0,0.0,1.6751819382737027e-15,1.7691715559298094e-08,3.169398154580436e-08,7.015405676701249e-11,2.729500838130746e-13,0.9999994936944199,4.5635579593828443e-07,4.936581948000183e-10,2.3728963457725882e-18,1.0691715046798194e-41,2.591605592020856e-22,5.2039762668220695e-20,4.732950097394791e-28,7.328210214779182e-23,7.8205787277273446e-31,1.3499503051406524e-37,7.266785211510474e-37,1.2764793554935443e-34,1.6444100609320483e-34,9.714711309182235e-20,1.2351330758393644e-22,1.8768773756942764e-22,5.591316755018366e-26,1.4547255234476765e-29,9.42375041883207e-30,9.141590631342143e-32,1.1516970842845134e-29,1.6533096698881275e-28,1.9473343141904199e-47,3.2271123720662075e-48,7.574476834467856e-43,1.170604332223342e-40,1.178424482527544e-43,3.2034902683913374e-51,4.149090249173953e-45,1.2013355870620043e-42,1.0577751963046651e-34,1.7681752953583307e-32,2.1885457433137847e-41,1.9206263835746384e-32,2.660152193465725e-32,3.4864717566187616e-48,1.0671118734888557e-33,7.0135027859195265e-43,1.4407252177285984e-31,5.713036957422306e-41,5.101050184031048e-42,1.0445226609260742e-43
42,4.4330183997229146e-05,-1.5500020046431962e-09,-8.152777899813056e-06,0.0010037207905492832,-3.4543852051874685e-05,0.0,0.0,0.0,-6.766639232889878e-09,0.0,8.209341110188638e-14,-0.7028608361300709,-3.04783301466595e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.705851575783123e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.3664505985719926,0.0,0.0,2.2102907670548664e-15,1.659433342959838e-08,3.389517407328418e-08,7.80037030221669e-11,3.3450347145531284e-13,0.9999994608576172,4.879881653002952e-07,5.863694275101859e-10,2.9777241758849484e-18,1.9270826265914054e-41,3.6398116112120054e-22,6.867048016394891e-20,7.350118457415824e-28,1.071338074289243e-22,1.2123081777809644e-30,2.3663685597292343e-37,1.2773232380497222e-36,2.194564884151602e-34,2.8267734463739994e-34,1.367481873844161e-19,1.9236933137538437e-22,2.9252411093677786e-22,9.627946988460472e-26,2.378190244665478e-29,1.5402413519066423e-29,1.431593555281814e-31,1.9110469383444355e-29,2.8415481432163005e-28,4.456997621755204e-47,7.484737309751289e-48,1.686639036234849e-42,2.3496807400558035e-40,2.6248659963490917e-43,7.46488310397604e-51,8.965065040607727e-45,2.450392977925908e-42,1.983987376184121e-34,3.0476168465015555e-32,4.196850001136508e-41,3.257535691262689e-32,4.4323861376534787e-32,8.324400438853382e-48,1.853287916029441e-33,1.2038263816219275e-42,2.3610683816163025e-31,1.0439857046314532e-40,8.969544807078658e-42,1.8186719365050668e-43
43,4.8373681991009645e-05,-1.8653987838137267e-09,-9.527558691681975e-06,0.0012239838269906128,-4.036071397331241e-05,0.0,0.0,0.0,-7.177160107919736e-09,0.0,1.2365110649723127e-13,-0.7667767799626262,-3.561057709303384e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.329981868047001e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059853159795,0.0,0.0,2.840388493399018e-15,1.5565422314013817e-08,3.595985675403001e-08,8.584405001488184e-11,4.02571687009748e-13,0.9999994300569401,5.176464377442934e-07,6.850932792583117e-10,3.6457663667569e-18,3.2738956987797207e-41,4.941323965322205e-22,8.825344240177239e-20,1.093327841506699e-27,1.5130357385544046e-22,1.800168511913882e-30,3.915860502457203e-37,2.119574354276745e-36,3.5847172182039603e-34,4.616813781466274e-34,1.8623887846701186e-19,2.874422069707591e-22,4.374154441618152e-22,1.5772803439380207e-25,3.6996688494522465e-29,2.3953952933054324e-29,2.1428099497534524e-31,3.017795506942164e-29,4.646295918078581e-28,9.38664570496738e-47,1.5972410557549194e-47,3.4797473638843575e-42,4.406975152632799e-40,5.4171015718128776e-43,1.5997410834676536e-50,1.8025633938281538e-44,4.668555517722681e-42,3.5086656542168573e-34,4.992383290437147e-32,7.541559531006412e-41,5.250592753193352e-32,7.024066820113342e-32,1.8283853029922138e-47,3.044225629163501e-33,1.953381623144481e-42,3.6801393169221823e-31,1.7911484580992032e-40,1.4881157196369907e-41,3.002473565161239e-43
44,5.3108022340415305e-05,-2.2728723140800712e-09,-1.1236509776893096e-05,0.001517441032917098,-4.7591817196569764e-05,0.0,0.0,0.0,-7.62601873360997e-09,0.0,3.692013478585228e-13,-0.8415497102498385,-4.1990646569426017e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.578361194857497e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059848149625,0.0,0.0,3.704950783719689e-15,1.4442014990077266e-08,3.8215219349793296e-08,9.498522782398611e-11,4.905252769489903e-13,0.9999993964113476,5.50028115410854e-07,8.078229234873218e-10,4.502347475255749e-18,5.719706314869437e-41,6.81923121647906e-22,1.1512211247887137e-19,1.662991871451334e-27,2.1852512137112267e-22,2.7327620242100697e-30,6.645987216993184e-37,3.609106625886951e-36,6.031943204768465e-34,7.767407995788969e-34,2.5823235182193674e-19,4.403056167598114e-22,6.70636017851128e-22,2.667144793245093e-25,5.890152791168953e-29,3.8120787288704406e-29,3.276450337600783e-31,4.890022827074858e-29,7.839253456620863e-28,2.0574054708103432e-46,3.555795122705543e-47,7.497688897524288e-42,8.566878668718968e-40,1.1676253001590658e-42,3.5634891593796156e-50,3.784652170582885e-44,9.24005436828515e-42,6.4278620593225825e-34,8.431804175321213e-32,1.3987877212780394e-40,8.700753500043541e-32,1.1421609093144453e-31,4.2016342263865573e-47,5.1333498850843446e-33,3.2459668316808447e-42,5.86938447260238e-31,3.15381145504655e-40,2.5320015268676706e-41,5.1052887337290325e-43
45,5.7842362689820966e-05,-2.721204420282419e-09,-1.3044984597920216e-05,0.0018520410737326797,-5.524470905839735e-05,0.0,0.0,0.0,-8.042756352263554e-09,0.0,6.555976096802749e-13,-0.9162464831098199,-4.874290232883613e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2098460108688676e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.3664505984285753,0.0,0.0,4.7120928565101755e-15,1.340023531179962e-08,4.030784634166976e-08,1.0406016318356654e-10,5.873328740027099e-13,0.9999993651930387,5.800565072227278e-07,9.377200023490353e-10,5.431839174998707e-18,9.44352385657691e-41,9.112071535855394e-22,1.4641858209076664e-19,2.4275333009118225e-27,3.0534364261876745e-22,3.9815843023265805e-30,1.0678899129706626e-36,5.8183444243892586e-36,9.66530282775034e-34,1.2443991226272983e-33,3.4699112777635523e-19,6.4835132968531275e-22,9.884385275006175e-22,4.300800514088893e-25,8.945116350697925e-29,5.786492587198755e-29,4.7995408883692955e-31,7.559237877060745e-29,1.261251198845096e-27,4.168509051588801e-46,7.317884329474029e-47,1.5023794803908112e-41,1.5610883564349225e-39,2.3405182904443773e-42,7.321330799450825e-50,7.41727064891228e-44,1.713685603414956e-41,1.1133658640396364e-33,1.3565523150707196e-31,2.439561456944827e-40,1.3733699680022807e-31,1.7707931665045476e-31,8.917079753395072e-47,8.212807811370811e-33,5.115473143472867e-42,8.925527729630922e-31,5.232495763230656e-40,4.0770477884550065e-41,8.252516021627097e-43
46,6.257670303922663e-05,-3.210030578574114e-09,-1.4945538692468362e-05,0.0022309163391047142,-6.328825127975081e-05,0.0,0.0,0.0,-8.429254628936231e-09,0.0,8.638843508096856e-13,-0.9908579557786079,-5.58398814813222e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.486855976800016e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.3664505983730378,0.0,0.0,5.866760407272192e-15,1.2434152903983194e-08,4.224956273483211e-08,1.1304874982290041e-10,6.929191751234601e-13,0.9999993362256305,6.079026424957414e-07,1.0742635649389233e-09,6.42614506296162e-18,1.4866674515702369e-40,1.1850733015236699e-21,1.822937697175049e-19,3.4229885264383576e-27,4.149240726620731e-22,5.6040192074419464e-30,1.638841826501239e-36,8.959063986956105e-36,1.4862138286468024e-33,1.9131260898161272e-33,4.541234480301947e-19,9.235171043360259e-22,1.409313186704613e-21,6.663252097643087e-25,1.3055904278391414e-28,8.441270420982671e-29,6.781704115654691e-31,1.1232156726079255e-28,1.9496517055000747e-27,7.906440856652177e-46,1.4099255610895912e-46,2.8319531584729606e-41,2.694068457246626e-39,4.4134125603237734e-42,1.4080049665087049e-49,1.371561657281156e-43,3.009117465397619e-41,1.8395713271606777e-33,2.095018321592627e-31,4.040795851943788e-40,2.080880932383015e-31,2.637715134854148e-31,1.7718339009537833e-46,1.2573965922896303e-32,7.71194388310515e-42,1.3040480632204062e-30,8.25986522371297e-40,6.268035193716407e-41,1.2784536854868132e-42
47,6.731104338863228e-05,-3.7386042905555975e-09,-1.6931238921319477e-05,0.002657429287571598,-7.169347084549201e-05,0.0,0.0,0.0,-8.787387495681805e-09,0.0,1.1305893789718058e-12,-1.065374012258375,-6.325602678125318e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8051550718788783e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059831507215,0.0,0.0,7.172834943499081e-15,1.1538268236115945e-08,4.4051334159164534e-08,1.2193578761995597e-10,8.071918218150816e-13,0.9999993093455598,6.337251169366638e-07,1.216970540015414e-09,7.47701817759179e-18,2.247298246623287e-40,1.5062207980175255e-21,2.2286495865563763e-19,4.686253978826e-27,5.505655512769272e-22,7.658495279331886e-30,2.4186112166993032e-36,1.3266696061171087e-35,2.2063569247402434e-33,2.8395398096522806e-33,5.811387625953219e-19,1.2787496149300686e-21,1.953382522794851e-21,9.977210782305394e-25,1.8422236128457687e-28,1.19040443280413e-28,9.292817554446507e-31,1.613677533122294e-28,2.9126800500457364e-27,1.4177198790348863e-45,2.5683360002578915e-46,5.067317822632552e-41,4.438604200992979e-39,7.899924607363838e-42,2.5572595150513508e-49,2.4133706523497223e-43,5.043057993242362e-41,2.919608591261388e-33,3.1244964249165473e-31,6.4059001190829925e-40,3.0447714922669426e-31,3.797523513252485e-31,3.327607233967822e-46,1.8545435918445738e-32,1.1198649826446523e-41,1.8414165565753802e-30,1.2499922451909182e-39,9.2645523777302e-41,1.9100768667338622e-42
48,7.204538373803793e-05,-4.306555899619884e-09,-1.8995626777253515e-05,0.003135187994095213,-8.043340942395254e-05,0.0,0.0,8.227184043957339e-14,-9.119167937505715e-09,0.0,1.5172464261495179e-12,-1.1397834398558773,-7.096755170244254e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.170019947209903e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059825485304,0.0,0.0,8.633249910325609e-15,1.0707481355261693e-08,4.5723329274835206e-08,1.3071014604277785e-10,9.30045746895955e-13,0.9999992844011513,6.576709961208229e-07,1.3653929825211268e-09,8.576258412648835e-18,3.280246147734182e-40,1.876980152099392e-21,2.682194636885259e-19,6.254520451836342e-27,7.156848824999954e-22,1.0203556170862123e-29,3.451299720876919e-36,1.8996185550651327e-35,3.1775257887967254e-33,4.088485079810654e-33,7.2944165594447045e-19,1.7279259743561318e-21,2.6422946877362965e-21,1.4506030563259267e-24,2.5247879122375774e-28,1.6304601234524055e-28,1.2401403149852366e-30,2.2519971085111525e-28,4.22512379216031e-27,2.4221492493789642e-45,4.4580595298317906e-46,8.669152973239533e-41,7.02604466347824e-39,1.352005553382817e-41,4.41845966076629e-49,4.068225227323934e-43,8.118534761124184e-41,4.475780143265408e-33,4.5215865583243574e-31,9.779643573822682e-40,4.323144784663908e-31,5.309475895417929e-31,5.9522665144344254e-46,2.648996900173026e-32,1.574612613691484e-41,2.5250087069361855e-30,1.8243735756858292e-39,1.3237800788462826e-40,2.7660445281998027e-42
49,7.677972408744359e-05,-4.913564088872681e-09,-2.113267120157659e-05,0.0036680623721820522,-8.948292540377147e-05,0.0,0.0,2.048940118062323e-13,-9.426532711169202e-09,0.0,1.9240883455017534e-12,-1.2140738838064853,-7.895227544913668e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5745475505168244e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059819254333,0.0,0.0,1.025010016901303e-14,9.937062736439589e-09,4.727497794771128e-08,1.3936404331993582e-10,1.061366839706591e-12,0.9999992612517503,6.798766576415106e-07,1.5191155070889038e-09,9.715868340795925e-18,4.644247542448043e-40,2.2993427878929324e-21,3.1841809881754366e-19,8.164778897272602e-27,9.138019913990162e-22,1.329705434282795e-29,4.7830306071362334e-36,2.6417386700479044e-35,4.456729304020464e-33,5.7329965247128934e-33,9.003282934268187e-19,2.285773270077762e-21,3.4991133248196886e-21,2.0556410562098455e-24,3.373639081423189e-28,2.1772103425829022e-28,1.6173143856676746e-30,3.0644952740392737e-28,5.9736509643513506e-27,3.967764366393271e-45,7.420113649779565e-46,1.4262312658591123e-40,1.0741040016889574e-38,2.2251005514754618e-41,7.31014602766923e-49,6.605828589520903e-43,1.261962454082318e-40,6.657265738857674e-33,6.373885191113374e-31,1.4449784537203694e-39,5.979677684747751e-31,7.236923871981749e-31,1.0206548093714306e-45,3.680083060693302e-32,2.153017444066703e-41,3.375094556660163e-30,2.580438879471093e-39,1.8367009085094041e-40,3.898253068419428e-42
50,8.151406443684924e-05,-5.5588739480573745e-09,-2.3336725185809167e-05,0.004260201234189818,-9.8818509715538e-05,0.0,0.0,3.5759165501260484e-13,-9.711247231279818e-09,0.0,2.377074995750929e-12,-1.2882317964130894,-8.718947154401618e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0188662544711614e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.36645059812829345,0.0,0.0,1.2024747459214747e-14,9.222626314886583e-09,4.871502506465707e-08,1.478924412115973e-10,1.2010349286139275e-12,0.99999923976692,7.00468570076583e-07,1.6777529142598197e-09,1.0888168189516704e-17,6.40177743055595e-40,2.7749963260303672e-21,3.734985230694497e-19,1.0453382077119203e-26,1.1485274130581482e-21,1.6995443232117105e-29,6.461001489726324e-36,3.581016507593639e-35,6.107325608727892e-33,7.854154420206704e-33,1.0949853150613885e-18,2.9677865453054487e-21,4.548204480362779e-21,2.848084968956515e-24,4.408717820921576e-28,2.843251614895113e-28,2.0669856640617567e-30,4.078853681799622e-28,8.257372727617944e-27,6.264158436272788e-45,1.1903674168551076e-45,2.2671017915649427e-40,1.5925647763444996e-38,3.538258654984279e-41,1.1644264684188623e-48,1.037851603212194e-42,1.9021911182675396e-40,9.642819323901004e-33,8.780194300038986e-31,2.0747711327320047e-39,8.08319279905145e-31,9.646731779229438e-31,1.6866594768887855e-45,4.989777338996171e-32,2.872920095527035e-41,4.411458203419496e-30,3.5511351607533185e-39,2.4835738523467953e-40,5.364482687538402e-42
51,8.62484047862549e-05,-6.24169359161184e-09,-2.560249310893259e-05,0.004916050272260846,-0.00010841815070082282,0.0,0.0,5.864404742537031e-13,-9.97503924020721e-09,0.0,2.7856294703402834e-12,-1.362242320547059,-9.565972500642767e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.504919507807235e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.3664505980622435,0.0,0.0,1.3957920772785689e-14,8.560104589010006e-09,5.005158021130709e-08,1.5629254283091e-10,1.3489261655339636e-12,0.9999992198256996,7.19564012008264e-07,1.8409479995331909e-09,1.2085875623000974e-17,8.618006344216649e-40,3.305363079182501e-21,4.334784280829439e-19,1.3155662682393146e-26,1.4235517437837768e-21,2.1353167910359826e-29,8.532559382958258e-36,4.745940872768058e-35,8.198855038221389e-33,1.0540844058050779e-32,1.3144907795777508e-18,3.7901466073730495e-21,5.815122551278701e-21,3.867984797330764e-24,5.649197159502831e-28,3.640630754491317e-28,2.594863012816977e-30,5.323831632787339e-28,1.118832171783218e-26,9.57216100296355e-45,1.8484682430353803e-45,3.495647143352292e-40,2.2982497636976353e-38,5.457655060356307e-41,1.7936893750625102e-48,1.583611160374624e-42,2.790237885317239e-40,1.3643362131389396e-32,1.1850635031745926e-30,2.9048159673803617e-39,1.070718973989116e-30,1.2608701992552166e-30,2.6978237707979076e-45,6.622270748706496e-32,3.752054686881078e-41,5.653036204419792e-30,4.7704519419118387e-39,3.282828333402959e-40,7.228236038229476e-42
