,t,T,density,Y_He,Y_Ne,Y_propane(1),Y_H(2),Y_H2(6),Y_CH3(14),Y_CH4(15),Y_C2H6(36),Y_C2H5(37),Y_C2H4(38),Y_C2H3(41),Y_C3H3(66),Y_NC3H7(92),Y_IC3H7(93),Y_C3H5-A(94),Y_C3H6(95),Y_C3H5(101),Y_C4H5(106),Y_C4H5(107),Y_C3H4(167),Y_C3H4(169),Y_PC4H9(183),Y_SC4H9(184),Y_C4H8(189),Y_C4H8(190),Y_C4H7(191),Y_C4H7(192),Y_C4H7(193),Y_C4H6(195),Y_IC4H9(273),Y_C6H10(342),Y_C6H9(343),Y_C5H9(399),Y_C5H9(400),Y_C5H8(403),Y_C5H7(404),Y_C5H9(405),Y_C5H9(407),Y_C5H11(421),Y_C5H11(422),Y_C5H9(428),Y_C5H11(537),Y_C5H11(540),Y_C5H10(541),Y_C4H6(770),Y_C4H5(774),Y_C4H7(777),Y_C4H5(781),Y_C4H5(793),Y_C3H4(801)
45,0.007138252082639639,1000.0,0.7329018968359525,0.0,0.0,8.397026800992025e-13,9.463974602348142e-13,1.6878925056793984e-10,3.382000232486107e-09,6.980303418356207e-09,0.9999999744671426,1.2632104640906959e-08,2.367878577912456e-09,3.24082424830587e-19,6.771536101511572e-37,1.7674773863168095e-18,1.854518658053284e-17,6.868282315884959e-25,6.5480502329858255e-18,1.2096915202788528e-27,4.5948329361540495e-37,4.045107853691565e-36,3.322607152506526e-29,5.516404854194197e-29,8.370230328798285e-19,4.881426695944983e-20,2.622546799526415e-19,3.967401804304582e-21,9.808596507254735e-28,1.4693784151892877e-28,7.743223806675779e-31,1.867951068583647e-27,1.7834941496935677e-24,1.0615311937882325e-44,1.4634197766286948e-44,1.0453914125085429e-35,9.287472971495293e-36,1.7916625281019948e-36,1.8741796358075783e-45,3.772299225965904e-38,4.6665810694595816e-37,1.9013414108571662e-28,1.9439080277514352e-27,4.795778625637501e-37,3.631775915508342e-28,2.2836313231412036e-28,5.6006540231669954e-39,2.9996505587440474e-31,2.571344011394463e-42,2.305355635092782e-30,4.89019036035343e-40,1.7878655170120612e-41,4.0134798568563856e-38
46,0.007566095239893775,1000.0,0.7329018961050443,0.0,0.0,9.894590741869713e-13,1.0276648769102535e-12,1.956165474854175e-10,3.4171834465200233e-09,7.577395215023662e-09,0.9999999723525699,1.371219498036781e-08,2.74302768776851e-09,4.1227994414229995e-19,1.0982359545397487e-36,2.0936895543041293e-18,2.144501451691514e-17,9.489369047334046e-25,8.162495097647698e-18,1.6616500819108046e-27,7.652297959836165e-37,6.977178418641877e-36,4.885118996873447e-29,8.091802193985955e-29,1.0627462274567347e-18,6.305002536215069e-20,3.5632166771859273e-19,5.491875594335227e-21,1.5236092027626973e-27,2.200485473778266e-28,1.1593178228741004e-30,2.9347546720032343e-27,2.323485722226782e-24,2.1551695336932555e-44,3.080713620251409e-44,1.7749173185404874e-35,1.480507682624244e-35,3.070154468068752e-36,3.586827485642506e-45,6.501156840115449e-38,7.470449112964231e-37,2.609972030960182e-28,2.64906065766779e-27,7.67762073755344e-37,4.913062800241223e-28,3.0639630579994478e-28,1.0139394822563112e-38,4.713795282740555e-31,4.434977798228503e-42,3.452437084965313e-30,8.436095753303417e-40,2.977559220932011e-41,5.887406272777246e-38
47,0.00799393839714791,1000.0,0.7329018953498585,0.0,0.0,1.1530999693364185e-12,1.1097160024702458e-12,2.2466376572073867e-10,3.4470227193770938e-09,8.180184172585061e-09,0.9999999701942079,1.4802572498679154e-08,3.1490910526979425e-09,5.167980072560197e-19,1.7302283422373893e-36,2.4495458933937662e-18,2.452661020380814e-17,1.284954969583009e-24,1.0028369354526113e-17,2.236848892633797e-27,1.234719003040875e-36,1.1648734127522768e-35,7.014366054594495e-29,1.159146892639734e-28,1.3284665872780258e-18,8.003345750408158e-20,4.748731586426128e-19,7.442827327228892e-21,2.3046662380075062e-27,3.211632412598037e-28,1.691658377345177e-30,4.487242654104596e-27,2.971872848465751e-24,4.190742888785046e-44,6.202588497751457e-44,2.91643247227615e-35,2.291703629448427e-35,5.0914249327798765e-36,6.607866959867527e-45,1.0841701330268636e-37,1.1605068549690344e-36,3.5062140061292557e-28,3.535594475388846e-27,1.1937855394329572e-36,6.513711053566779e-28,4.029184522291676e-28,1.7709201959151484e-38,7.208782388102279e-31,7.404114728424902e-42,5.038900150585661e-30,1.4086377235585932e-39,4.804405969373502e-41,8.433919847808235e-38
48,0.008421781554402048,1000.0,0.7329018945701826,0.0,0.0,1.330718255066027e-12,1.1924320488573996e-12,2.559505669980539e-10,3.4723296255762153e-09,8.787804282811385e-09,0.9999999679933865,1.5901671655395436e-08,3.5863390508361278e-09,6.393544900435581e-19,2.6562297503081422e-36,2.834845838990399e-18,2.7779542837384045e-17,1.709132312305222e-24,1.2163022594164662e-17,2.957631109792256e-27,1.9368611130286926e-36,1.8888998279717796e-35,9.861533077676231e-29,1.6257815555691097e-28,1.637837408268442e-18,1.0004272478247988e-19,6.221019361799644e-19,9.89924833094871e-21,3.404368028183641e-27,4.581431889233107e-28,2.4126658172087885e-30,6.696525043936154e-27,3.7401340294552024e-24,7.838662912691287e-44,1.1996144598158269e-43,4.653892325910985e-35,3.455842413273431e-35,8.199798333631739e-36,1.1762446752345987e-44,1.7556219637314506e-37,1.755740479990741e-36,4.621179906088226e-28,4.632586519986041e-27,1.808694547858825e-36,8.482909221221785e-28,5.204930023306464e-28,2.995107402819571e-38,1.0759858168573109e-30,1.2005698167482035e-41,7.188090268863295e-30,2.2844529389485265e-39,7.536552576785515e-41,1.1829438288722546e-37
49,0.008849624711656186,1000.0,0.7329018937658368,0.0,0.0,1.522379422837145e-12,1.275711894307879e-12,2.8949361893630275e-10,3.49379230611966e-09,9.399521294967183e-09,0.9999999657512336,1.700816511463305e-08,4.055000839072397e-09,7.817154107788169e-19,3.9843028871274325e-36,3.249337908777507e-18,3.119343349115233e-17,2.2373129477274763e-24,1.4583329332781615e-17,3.8484852060078815e-27,2.9628125508343036e-36,2.983824737409408e-35,1.3605055864662337e-28,2.2375569528183015e-28,1.9945320604970385e-18,1.23358473540556e-19,8.0257020609499005e-19,1.2947772166751977e-20,4.922789437064887e-27,6.403277423293027e-28,3.371420846848175e-30,9.778306924106991e-27,4.6398669108537176e-24,1.415983774038951e-43,2.2378864089853703e-43,7.234203550232026e-35,5.090943635504534e-35,1.2863760332783407e-35,2.0301984680253225e-44,2.7688957588573477e-37,2.5945931504456447e-36,5.98821869134224e-28,5.9710747948380595e-27,2.677508447787791e-36,1.0872807919411867e-27,6.617852670681395e-28,4.921156232486154e-38,1.5714042352791893e-30,1.8964306239671018e-41,1.0046544953316357e-29,3.609059382097851e-39,1.1528713294621444e-40,1.6281178971928018e-37
50,0.009277467868910323,1000.0,0.7329018929366683,0.0,0.0,1.7281273169047203e-12,1.359469542725055e-12,3.253070410984404e-10,3.5119939227588732e-09,1.0014712990410854e-08,0.9999999634687048,1.8120928069574874e-08,4.555270525718701e-09,9.456909368463513e-19,5.8528526244781277e-36,3.692741652479774e-18,3.475811178960607e-17,2.886993953951885e-24,1.730569634756874e-17,4.936064851700833e-27,4.430932679644585e-36,4.603553332365009e-35,1.8453357508500375e-28,3.0275681352227664e-28,2.4022365063222018e-18,1.502631471077084e-19,1.0212112725218098e-18,1.6682730956909814e-20,6.982932886796968e-27,8.786813971320001e-28,4.62553402077278e-30,1.4000757296607539e-26,5.682759031968144e-24,2.478754943888085e-43,4.0410057231412836e-43,1.0982767795610604e-34,7.34376734843993e-35,1.970919696757879e-35,3.4079276902987644e-44,4.264416705298691e-37,3.753900211887723e-36,7.642851798072631e-28,7.583934676973e-27,3.881871994329028e-36,1.3738413514665759e-27,8.29549760332346e-28,7.877571620964786e-38,2.2502799843716336e-30,2.925788238096242e-41,1.378630125256133e-29,5.5687382517641784e-39,1.7241458116707736e-40,2.203000224220507e-37
51,0.00970531102616446,1000.0,0.7329018920825477,0.0,0.0,1.9479891117463948e-12,1.4436322417743755e-12,3.6340279945868636e-10,3.5274290571133775e-09,1.0632851640581839e-08,0.9999999611466106,1.923900649812109e-08,5.08731265892646e-09,1.1331321229861607e-18,8.436715706050676e-36,4.164765764521127e-18,3.8463745382918585e-17,3.677384260491815e-24,2.0346074119755705e-17,6.249208131795181e-27,6.492471737581338e-36,6.952335483556398e-35,2.4647628581427214e-28,4.0339234427697158e-28,2.8646442013879286e-18,1.810403474035849e-19,1.283330846610355e-18,2.120620249833442e-20,9.734154225531332e-27,1.185944787300062e-27,6.24193637735284e-30,1.9693087688259142e-26,6.880558723907559e-24,4.217502879985067e-43,7.084427570970582e-43,1.6321394653755864e-34,1.0394366874262284e-34,2.955850483843004e-35,5.577885476772691e-44,6.427855856529932e-37,5.3281885497009136e-36,9.622674390283868e-28,9.505815707467941e-27,5.5229380655728505e-36,1.7137494690543485e-27,1.0266169531674037e-27,1.2315471901929928e-37,3.165585518043083e-30,4.418423124216714e-41,1.860726500252137e-29,8.410723033595961e-39,2.526334659152249e-40,2.9353257412791654e-37
52,0.010133154183418596,1000.0,0.7329018912033666,0.0,0.0,2.181979238116147e-12,1.5281383458944323e-12,4.0379104184883686e-10,3.540517496291252e-09,1.1253489305110714e-08,0.9999999587856394,2.036159059306299e-08,5.6512668244695025e-09,1.3459276708512383e-18,1.1954078128594994e-35,4.665117827264624e-18,4.2300927442790794e-17,4.629462387792984e-24,2.371997667410586e-17,7.818953184678788e-27,9.338240167548159e-36,1.0297225611670857e-34,3.2464677639763264e-28,5.30013956864732e-28,3.3854534705769887e-18,2.1597439901183864e-19,1.5946078008710714e-18,2.6628039519169252e-20,1.3355851216423232e-26,1.5767878019668193e-27,8.297680931254345e-30,2.725493399013756e-26,8.245051981000638e-24,6.992698876967596e-43,1.2090004485057504e-42,2.3788885555003436e-34,1.4461066530116597e-34,4.3476456711178623e-35,8.921744269223174e-44,9.501048599199322e-37,7.432775296373012e-36,1.1967297835858622e-27,1.1773113891294533e-26,7.72459036874589e-36,2.1130460447784827e-27,1.255882768773228e-27,1.8843732597127564e-37,4.381630185772621e-30,6.544017021941665e-41,2.4739613412942884e-29,1.2458288782621845e-38,3.6336880874610163e-40,3.856765847839586e-37
53,0.010560997340672734,1000.0,0.7329018902990306,0.0,0.0,2.4301023758038048e-12,1.6129355063653849e-12,4.46480373840228e-10,3.5516154852091475e-09,1.187624586038468e-08,0.9999999563863755,2.1487993141599435e-08,6.247251389618164e-09,1.5860006567015732e-18,1.6674280286188966e-35,5.193509384143026e-18,4.626072636554273e-17,5.7660312884288706e-24,2.744250942370215e-17,9.678546713321593e-27,1.320617587330747e-35,1.498275632620254e-34,4.221985551832e-28,6.875540973332618e-28,3.9683654669311715e-18,2.553501159551857e-19,1.9610944921604115e-18,3.3065883640446076e-20,1.8061425245485065e-26,2.067963074551613e-27,1.0880746719310336e-29,3.7166560689407605e-26,9.788049542544253e-24,1.132358226776836e-42,2.0130734431961124e-42,3.4064493117984306e-34,1.980575460050546e-34,6.282355860137134e-35,1.3972996532076939e-43,1.3794780755490939e-36,1.0206641017277827e-35,1.4718326593304213e-27,1.4423910560439567e-26,1.0636936373873246e-35,2.5780251774992184e-27,1.5203012509134118e-27,2.8271459024202564e-37,5.975703680680751e-30,9.521474006842925e-41,3.2446203462787925e-29,1.8128523247871373e-38,5.138795315453037e-40,5.003219150473188e-37
54,0.010988840497926871,1000.0,0.7329018893694618,0.0,0.0,2.6923558778881715e-12,1.6979792985437354e-12,4.914780881954057e-10,3.561025147389486e-09,1.2500798956590709e-08,0.9999999539493143,2.2617631374653713e-08,6.875366645769504e-09,1.8553057017820673e-18,2.2926532220654706e-35,5.749661679246295e-18,5.033471476082702e-17,7.111771839459964e-24,3.152840073785834e-17,1.18634491378745e-26,1.838970131105022e-35,2.144801652894e-34,5.4270037276041795e-28,8.815661026715854e-28,4.617081845260483e-18,2.9945262705756133e-19,2.3892168803489846e-18,4.064517325238836e-20,2.4102509349535932e-26,2.678461732504623e-27,1.4090854322037472e-29,4.9999874553225037e-26,1.1521379779374939e-23,1.794467463957898e-42,3.27709808286392e-42,4.799437995891016e-34,2.673956580990772e-34,8.931747306032023e-35,2.1465782773035145e-43,1.9703591290803208e-36,1.3815436837435266e-35,1.7919313189193186e-27,1.7497896770316203e-26,1.4440132895779903e-35,3.115225135542403e-27,1.8228785856992904e-27,4.165874944295265e-37,8.039849862832769e-30,1.3629768706455182e-40,4.202501576662869e-29,2.595301057319106e-38,7.15583665517072e-40,6.415103460231116e-37
55,0.011416683655181009,1000.0,0.732901888414593,0.0,0.0,2.968731827637139e-12,1.7832320378191829e-12,5.387903619240349e-10,3.569002652868375e-09,1.3126875281758026e-08,0.9999999514748759,2.375001116564047e-08,7.535697542908203e-09,2.1558265409603594e-18,3.1109577800556315e-35,6.333311732990597e-18,5.4514987891907465e-17,8.693296459206396e-24,3.599203394335401e-17,1.4411339460569575e-26,2.524697324431862e-35,3.0246363965226213e-34,6.901665082744861e-28,1.1182643113398237e-27,5.335302998984267e-18,3.4856717908404345e-19,2.885774532290254e-18,4.94991496817703e-20,3.1773451852660244e-26,3.429671060369724e-27,1.804029096720882e-29,6.643024383717897e-26,1.3456880783544187e-23,2.787804465886475e-42,5.2251383233278674e-42,6.662122774210517e-34,3.5628981710922797e-34,1.2510315456865211e-34,3.2395934691409293e-43,2.772276038893786e-36,1.845503659941059e-35,2.161570094743909e-27,2.1036330602326017e-26,1.9348559663543277e-35,3.731421216260222e-27,2.166666926809764e-27,6.0376757751892705e-37,1.0682770412474076e-29,1.922046774011959e-40,5.381162849258246e-29,3.660170640170934e-38,9.824182970546594e-40,8.13764776326241e-37
56,0.011844526812435146,1000.0,0.7329018874343679,0.0,0.0,3.259218700876629e-12,1.8686617614804567e-12,5.88422426883758e-10,3.5757652869857475e-09,1.3754243002866297e-08,0.9999999489634168,2.4884713359115525e-08,8.228316054483044e-09,2.4895737005110645e-18,4.1702373881921716e-35,6.944215440577533e-18,5.879417074139327e-17,1.0539201771868934e-23,4.084747911618701e-17,1.73621179768927e-26,3.421118350439639e-35,4.206803403392438e-34,8.690875367324563e-28,1.404564185165412e-27,6.1267274451912304e-18,4.029789725185304e-19,3.457940512213048e-18,5.976885997416627e-20,4.141605386857121e-26,4.3455320734534805e-27,2.285473539100797e-29,8.724912798674321e-26,1.560639160166114e-23,4.252457428405893e-42,8.172945349321063e-42,9.12171700765551e-34,4.69022206377561e-34,1.7283244433937037e-34,4.809659550908759e-43,3.846768405532069e-36,2.4355383360880313e-35,2.5854791914658444e-27,2.508201759117445e-26,2.5615293530973594e-35,4.433620272771716e-27,2.554758686487466e-27,8.617813908516284e-37,1.4031859105717433e-29,2.6732090523082207e-40,6.818168987259803e-29,5.091032175069052e-38,1.3312404138789065e-39,1.0221184274527929e-36
57,0.012272369969689282,1000.0,0.732901886428739,0.0,0.0,3.5638026042175533e-12,1.954241368940608e-12,6.403787149321385e-10,3.581497414747213e-09,1.4382705406777242e-08,0.9999999464152397,2.602138227794075e-08,8.953283165678225e-09,2.85858224473542e-18,5.527585138183447e-35,7.58214738884557e-18,6.316541183978337e-17,1.268011944524126e-23,4.610852498938696e-17,2.075790545443375e-26,4.580195965726144e-35,5.776591310389575e-34,1.0844616110453277e-27,1.748122486148121e-27,6.995051728129803e-18,4.629730905430169e-19,4.1132611888375405e-18,7.160315504786541e-20,5.3424565889373e-26,5.452697414969262e-27,2.867408444022806e-29,1.1337753276046666e-25,1.7981747022644913e-23,6.377792243860295e-42,1.255887193876421e-41,1.2332020952716065e-33,6.105597531321317e-34,2.357538770005689e-34,7.033106196618316e-43,5.2695837212463885e-36,3.1784390381346465e-35,3.0685733511910877e-27,2.96792839421725e-26,3.353692668280014e-35,5.229055996047608e-27,2.9902824692367e-27,1.21279029533185e-36,1.8235369069037514e-29,3.6706479733986473e-40,8.555339577822684e-29,6.991154056308158e-38,1.782270554073693e-39,1.2721440891791738e-36
58,0.01270021312694342,1000.0,0.7329018853976653,0.0,0.0,3.882468183960834e-12,2.0399478720010845e-12,6.946629794994133e-10,3.586355453550141e-09,1.5012095606190398e-08,0.9999999438306015,2.715971615945856e-08,9.710650528858192e-09,3.2649096861035656e-18,7.250581019778036e-35,8.246900111658006e-18,6.762236726302116e-17,1.5148765827725187e-23,5.178871071170215e-17,2.4643040013833846e-26,6.063785387021589e-35,7.838474325962319e-34,1.3418262391441382e-27,2.1573774685840845e-27,7.94397011967462e-18,5.288344869463426e-19,4.8596560093210036e-18,8.515868532835344e-20,6.825094597124928e-26,6.780690820144925e-27,3.5653287654360295e-29,1.4588030632987274e-25,2.0594776811413616e-23,9.416540504513921e-42,1.8983134628250561e-41,1.6477427996694174e-33,7.866257585107535e-34,3.1781345130539856e-34,1.0140574024501292e-42,7.133152004849677e-36,4.10520737865435e-35,3.615950227525664e-27,3.487394533570695e-26,4.345876504344691e-35,6.12518486012454e-27,3.476400491057766e-27,1.6845376283221865e-36,2.3464715545523e-29,4.98073509443073e-40,1.0638999189387108e-28,9.487039439636362e-38,2.359578801903839e-39,1.569983376150312e-36
59,0.013128056284197557,1000.0,0.7329018843411124,0.0,0.0,4.215199336972574e-12,2.125761760582605e-12,7.512783976776087e-10,3.590472070859135e-09,1.5642272062560238e-08,0.9999999412097202,2.8299459063750765e-08,1.05004618644883e-08,3.7106341073122785e-18,9.418699439309183e-35,8.938284356887331e-18,7.21591802044361e-17,1.7979991027040187e-23,5.790135666389733e-17,2.9064072957508613e-26,7.94499466010097e-35,1.0519402568697333e-33,1.6472905105911856e-27,2.6415890099153165e-27,8.977174228344054e-18,6.008479647386043e-19,5.705417257885592e-18,1.0059989635023066e-19,8.64103775153921e-26,8.362067844391117e-27,4.396318841512956e-29,1.8598127964418138e-25,2.3457305636304233e-23,1.3702052526718685e-41,2.8257146527327683e-41,2.177731133385769e-33,1.0037749482222083e-33,4.237671348855872e-34,1.4430644138916842e-42,9.54935857929848e-36,5.251504640269267e-35,4.232888570406334e-27,4.071328779639905e-26,5.57803819588505e-35,7.129683114164463e-27,4.016306479962412e-27,2.311435747862244e-36,2.9916914721729584e-29,6.684119106625063e-40,1.312022957312639e-28,1.2732411812526992e-37,3.0916141665722086e-39,1.9223759398825428e-36
60,0.013555899441451694,1000.0,0.7329018832590517,0.0,0.0,4.56197978075407e-12,2.2116664821717746e-12,8.102276571251424e-10,3.5939597812771165e-09,1.6273114741287468e-08,0.9999999385527807,2.944039392041344e-08,1.1322754164508915e-08,4.197852467203654e-18,1.2124840046903942e-34,9.6561293581955e-18,7.677045864480896e-17,2.1210827295409617e-23,6.445959372258601e-17,3.4069763496800007e-26,1.0309663855888429e-34,1.3972489843080468e-33,2.0075677471689874e-27,3.210878638748658e-27,1.009835294747681e-17,6.792981373483739e-19,6.6592097974372456e-18,1.1809902454298733e-19,1.084870443627764e-25,1.0232576956081231e-26,5.379136702468537e-29,2.350792482385431e-25,2.6581151261294484e-23,1.9669241705882452e-41,4.1464895579804913e-41,2.8490804867284866e-33,1.269471647291973e-33,5.593058771157264e-34,2.0286163950288442e-42,1.265263534970418e-35,6.658125781576677e-35,4.924846922108879e-27,4.724605937595863e-26,7.096152842480636e-35,8.25044481637302e-27,4.613223614321214e-27,3.13580597310832e-36,3.7817158144769845e-29,8.878068068010074e-40,1.605512243648039e-28,1.691268207402541e-37,4.011780202297672e-39,2.3366886059326425e-36
61,0.014199741533282597,1000.0,0.732901881582578,0.0,0.0,5.1102779148813495e-12,2.3410816162442727e-12,9.033413109866704e-10,3.5982287344809902e-09,1.7223477890140788e-08,0.9999999344868497,3.115918540278044e-08,1.2621470230610792e-08,5.0139100436138905e-18,1.7453707439366645e-34,1.0785919265559689e-17,8.383932260906718e-17,2.691300483713139e-23,7.519712405205553e-17,4.2817337963514883e-26,1.5004406927122825e-34,2.103783742439657e-33,2.669411167940658e-27,4.252457924558939e-27,1.1959489367484926e-17,8.101118860899238e-19,8.31814102206554e-18,1.4870983778482974e-19,1.5056624969762545e-25,1.3679429220437865e-26,7.189972935957085e-29,3.294819886806565e-25,3.180059735071918e-23,3.310086075618907e-41,7.203679272079309e-41,4.194161315811506e-33,1.7797208123672722e-33,8.342709725557992e-34,3.315637789906244e-42,1.8979150162530925e-35,9.369463667371509e-35,6.1199987576392735e-27,5.849480314177997e-26,1.0037519837493196e-34,1.0174072320707738e-26,5.626113237666571e-27,4.86534110224033e-36,5.300828064044973e-29,1.3366992007337464e-39,2.146336281336916e-28,2.5466321809441767e-37,5.838654384976305e-39,3.0947269542772975e-36
62,0.014843583625113501,1000.0,0.7329018798482164,0.0,0.0,5.69030325391122e-12,2.470632135758948e-12,1.0017515111277442e-09,3.6015514943514358e-09,1.8174839797116416e-08,0.9999999303400483,3.2879753795564735e-08,1.3993898704921353e-08,5.935997192113337e-18,2.4691848609426734e-34,1.1974830822746534e-17,9.105056038402196e-17,3.37531501646044e-23,8.701671059982882e-17,5.31878580273214e-26,2.1436794418326806e-34,3.105520286464457e-33,3.500139714285735e-27,5.55351730807678e-27,1.404075394453827e-17,9.571145886094839e-19,1.0274658663225012e-17,1.8503722073099797e-19,2.0562965601291695e-25,1.8018876976525047e-26,9.469410673205794e-29,4.542468735345231e-25,3.767876949260148e-23,5.427936360639994e-41,1.2176722649915399e-40,6.0553470274958454e-33,2.4528233072835738e-33,1.2203277106219037e-33,5.293660935262478e-42,2.79106637031136e-35,1.2961966394889753e-34,7.517824985978994e-27,7.160518832180599e-26,1.3958684883560786e-34,1.2407969620470476e-26,6.786671687086362e-27,7.386292874896518e-36,7.308664283137269e-29,1.9731294136499665e-39,2.82721342556716e-28,3.7594433239162503e-37,8.34170764284701e-39,4.0416183988297386e-36
63,0.015487425716944406,1000.0,0.7329018780559142,0.0,0.0,6.302007700711291e-12,2.6002874463452727e-12,1.1054631546425584e-09,3.604136088120018e-09,1.9126978539401833e-08,0.9999999261127197,3.460169759883274e-08,1.544010708513339e-08,6.971455734576068e-18,3.4383246812697935e-34,1.3222481649551649e-17,9.839094433976373e-17,4.188684337661446e-23,9.99614803136745e-17,6.537550595385711e-26,3.011595937616278e-34,4.502280557855356e-33,4.5314051867674165e-27,7.16081573251265e-27,1.635468933886507e-17,1.1212737963490586e-18,1.2563054743080517e-17,2.277677346716733e-19,2.767460946323514e-25,2.3418646097232713e-26,1.230543059281417e-28,6.169276526556155e-25,4.425583928890515e-23,8.692622527983498e-41,2.0072644999178384e-40,8.5891954239318e-33,3.328504145088532e-33,1.7535574070427748e-33,8.27249516571724e-42,4.0311265973099086e-35,1.765645707581912e-34,9.139220502043238e-27,8.67619222819453e-26,1.911407593808704e-34,1.4981806595703648e-26,8.106228834454817e-27,1.0993311669765995e-35,9.926847550263518e-29,2.860506824507827e-39,3.674461084034639e-28,5.450591896291169e-37,1.1719063448561575e-38,5.2113963556422255e-36
64,0.016131267808775312,1000.0,0.7329018762056296,0.0,0.0,6.9453478181161105e-12,2.730023648598151e-12,1.2144800328899993e-09,3.606145019144258e-09,2.0079720773479798e-08,0.9999999218051324,3.6324703121494334e-08,1.6960147660148212e-08,8.127689173350318e-18,4.7190701204338154e-34,1.4528549874670523e-17,1.0584895001375877e-16,5.1482021433631904e-23,1.1407420909360984e-16,7.95855433923775e-26,4.166464693298653e-34,6.420423675619986e-33,5.798828388076244e-27,9.126548700726805e-27,1.8913830225545088e-17,1.3035563152679382e-18,1.5219526330687035e-17,2.7762776942575483e-19,3.6750662363770627e-25,3.0067012356986843e-26,1.579678175786398e-28,8.264521632928904e-25,5.157194612626261e-23,1.362312725401392e-40,3.2337874506834516e-40,1.1988253989133879e-32,4.4534352775088094e-33,2.4791709270659552e-33,1.2676370947965728e-41,5.726874023507585e-35,2.3714136967886085e-34,1.1006001016015487e-26,1.0415720049185147e-25,2.5807238890954953e-34,1.7926368863287657e-26,9.596247987648367e-27,1.6067959549333902e-35,1.3299131264553289e-28,4.0790960501708365e-39,4.717621136599207e-28,7.773111438231008e-37,1.6213056540482627e-38,6.642051422017308e-36
65,0.016775109900606214,1000.0,0.7329018742973321,0.0,0.0,7.620284795007391e-12,2.8598221417199425e-12,1.3288050594179707e-09,3.6077046504619648e-09,2.1032931723469626e-08,0.9999999174174958,3.8048526385603636e-08,1.8554060642171502e-08,9.412154759464316e-18,6.391473687412255e-34,1.589276449284106e-17,1.1341455739881547e-16,6.271930560321542e-23,1.2939746375154215e-16,9.60342116053015e-26,5.683735103435992e-34,9.01820053870185e-33,7.342270267869131e-27,1.1508649078980356e-26,2.1730704612836158e-17,1.5049283442835097e-18,1.828217442625407e-17,3.353835155931462e-19,4.820818055691503e-25,3.817406726524761e-26,2.005364386108189e-28,1.0932879770635523e-24,5.966720223086092e-23,2.093239194779499e-40,5.101589216535548e-40,1.6486935698752853e-32,5.882003810495265e-33,3.453239221819873e-33,1.907847999974089e-41,8.013795301263056e-35,3.1441447103518213e-34,1.3140907031224393e-26,1.2399075966423704e-25,3.4397342802838146e-34,2.1273564731897327e-26,1.1268328188047533e-26,2.3098428770725755e-35,1.759406771227074e-28,5.729417446488751e-39,5.98965856103053e-28,1.0918665621059607e-36,2.2117290757947154e-38,8.375750338374552e-36
66,0.01741895199243712,1000.0,0.732901872330997,0.0,0.0,8.326784440516139e-12,2.9896684523700203e-12,1.4484404659486586e-09,3.608913294714509e-09,2.1986506542321042e-08,0.9999999129499733,3.977297750790927e-08,2.022187686981129e-08,1.0832356477344047e-17,8.551424153868272e-34,1.731490101878575e-17,1.2107907391284067e-16,7.579232603883508e-23,1.4597372956543672e-16,1.1494863433336497e-25,7.654000631611235e-34,1.2491780418847702e-32,9.20610642706967e-27,1.4371085378068245e-26,2.481783362645784e-17,1.7263555368123545e-18,2.1791002993552006e-17,4.018409422848054e-19,6.252815765755448e-25,4.797298709985531e-26,2.519829131055774e-28,1.4296168474124837e-24,6.858169616115684e-23,3.1585288041714334e-40,7.894598878909742e-40,2.236790198273116e-32,7.677119139785663e-33,4.744624030258705e-33,2.824301410327019e-41,1.1058933702673613e-34,4.1195246642882034e-34,1.5567612271768824e-26,1.4646994803738363e-25,4.530618530283896e-34,2.5056438748866764e-26,1.3134207133038362e-26,3.2702138249752383e-35,2.3007818449042553e-28,7.936074374400057e-39,7.527160560677161e-28,1.512484927760911e-36,2.978430204170188e-38,1.0459053113815321e-35
67,0.018062794084268023,1000.0,0.7329018703066059,0.0,0.0,9.064817083602048e-12,3.119551260903802e-12,1.5733879625079532e-09,3.6098478193128653e-09,2.294036326038234e-08,0.999999908402693,4.149790795267996e-08,2.1963620013790764e-08,1.2395838830144939e-17,1.1312901164388044e-33,1.8794775688335725e-17,1.288349742494067e-16,9.090804012298852e-23,1.6384552344523018e-16,1.3656671776121663e-25,1.0185156217042066e-33,1.7082037427097987e-32,1.1439505295628702e-26,1.7784157485091693e-26,2.8187732740420205e-17,1.968803037449627e-18,2.5787918041075015e-17,4.778457766412898e-19,8.026178941089112e-25,5.972130682313291e-26,3.1365759798162795e-28,1.8495186091553306e-24,7.835549489420188e-23,4.6869731997537075e-40,1.2001333770638842e-39,2.9969001343528886e-32,9.91105577115338e-33,6.437132410114484e-33,4.1176258666966235e-41,1.5066304664071587e-34,5.33882521282283e-34,1.8310731133122448e-26,1.7180983644410905e-25,5.9025702207232815e-34,2.9309188383366886e-26,1.5205763836835783e-26,4.565159062584191e-35,2.9767117000214357e-28,1.0852062956232628e-38,9.370536458918082e-28,2.0683410131321177e-36,3.9633953890965916e-38,1.2943128296012921e-35
