rxn number,sensitivity,cantera equation,cantera products,cantera reactants
806,-0.00013065174364524027,CF2CO + H <=> CHF2 + CO,"{'CHF2': 1.0, 'CO': 1.0}","{'CF2CO': 1.0, 'H': 1.0}"
808,-0.00012977236703766106,CF2CO + O <=> CF2O + CO,"{'CF2O': 1.0, 'CO': 1.0}","{'CF2CO': 1.0, 'O': 1.0}"
241,-0.00012464289088758062,CF4 + H <=> CF3 + HF,"{'CF3': 1.0, 'HF': 1.0}","{'CF4': 1.0, 'H': 1.0}"
820,0.0001233121869490364,CH2O + F <=> HCO + HF,"{'HCO': 1.0, 'HF': 1.0}","{'CH2O': 1.0, 'F': 1.0}"
1015,-0.00012237171182279108,CH-CFCF3 + F <=> CFCCF3 + HF,"{'CFCCF3': 1.0, 'HF': 1.0}","{'CH-CFCF3': 1.0, 'F': 1.0}"
345,-0.00011823320324409384,CF + OH <=> CO + HF,"{'CO': 1.0, 'HF': 1.0}","{'CF': 1.0, 'OH': 1.0}"
735,-0.00011578799975563205,CF2CF2 + O <=> CF2 + CF2O,"{'CF2': 1.0, 'CF2O': 1.0}","{'CF2CF2': 1.0, 'O': 1.0}"
130,-0.00011570999036524749,CH + CO (+M) <=> HCCO (+M),{'HCCO': 1.0},"{'CH': 1.0, 'CO': 1.0}"
14,0.00011560030744592301,CH2O + O <=> HCO + OH,"{'HCO': 1.0, 'OH': 1.0}","{'CH2O': 1.0, 'O': 1.0}"
645,-0.00010823601665568902,CF3-CHF + HO2 => CF3 + CHFO + OH,"{'CF3': 1.0, 'CHFO': 1.0, 'OH': 1.0}","{'CF3-CHF': 1.0, 'HO2': 1.0}"
758,-0.0001076703624488239,CHFCF[Z] + O <=> CHFCO + F,"{'CHFCO': 1.0, 'F': 1.0}","{'CHFCF[Z]': 1.0, 'O': 1.0}"
778,-0.00010645386833886952,C2HF + OH <=> CHFCO + H,"{'CHFCO': 1.0, 'H': 1.0}","{'C2HF': 1.0, 'OH': 1.0}"
427,-0.0001034182585145463,2 CH2F <=> CH2CHF + HF,"{'CH2CHF': 1.0, 'HF': 1.0}",{'CH2F': 2.0}
1025,0.0001020558534016212,C3F7H + O <=> C3F7 + OH,"{'C3F7': 1.0, 'OH': 1.0}","{'C3F7H': 1.0, 'O': 1.0}"
154,9.744679886940676e-05,CH3 + O2 <=> CH3O + O,"{'CH3O': 1.0, 'O': 1.0}","{'CH3': 1.0, 'O2': 1.0}"
155,9.563850112120643e-05,CH3 + O2 <=> CH2O + OH,"{'CH2O': 1.0, 'OH': 1.0}","{'CH3': 1.0, 'O2': 1.0}"
298,-9.137847321206143e-05,CH2F + HO2 => CHFO + H + OH,"{'CHFO': 1.0, 'H': 1.0, 'OH': 1.0}","{'CH2F': 1.0, 'HO2': 1.0}"
301,-8.9738793891457e-05,CH2F + HO2 <=> CH3F + O2,"{'CH3F': 1.0, 'O2': 1.0}","{'CH2F': 1.0, 'HO2': 1.0}"
223,8.874068689882732e-05,F + H2O <=> HF + OH,"{'HF': 1.0, 'OH': 1.0}","{'F': 1.0, 'H2O': 1.0}"
597,-8.598800430226471e-05,CF3-CF2 + O => CF3 + CFO + F,"{'CF3': 1.0, 'CFO': 1.0, 'F': 1.0}","{'CF3-CF2': 1.0, 'O': 1.0}"
115,-8.507363507490055e-05,2 HO2 <=> H2O2 + O2,"{'H2O2': 1.0, 'O2': 1.0}",{'HO2': 2.0}
697,-8.493424850169556e-05,CF2CH + H <=> C2HF + HF,"{'C2HF': 1.0, 'HF': 1.0}","{'CF2CH': 1.0, 'H': 1.0}"
391,-8.476699976410887e-05,CHF2-CF3 <=> CF2CF2 + HF,"{'CF2CF2': 1.0, 'HF': 1.0}",{'CHF2-CF3': 1.0}
765,-8.429425661985773e-05,CH2CF + OH <=> CFO + CH3,"{'CFO': 1.0, 'CH3': 1.0}","{'CH2CF': 1.0, 'OH': 1.0}"
13,8.412656904623079e-05,HCO + O <=> CO2 + H,"{'CO2': 1.0, 'H': 1.0}","{'HCO': 1.0, 'O': 1.0}"
1022,-8.259380507338499e-05,CF3 + CH2CF <=> CF3CCH + HF,"{'CF3CCH': 1.0, 'HF': 1.0}","{'CF3': 1.0, 'CH2CF': 1.0}"
744,7.949172312831873e-05,CHFCF2 + OH <=> CF2O + CH2F,"{'CF2O': 1.0, 'CH2F': 1.0}","{'CHFCF2': 1.0, 'OH': 1.0}"
1028,7.712645334217232e-05,C3F7H (+M) <=> C3F6 + HF (+M),"{'C3F6': 1.0, 'HF': 1.0}",{'C3F7H': 1.0}
1021,-7.655545685916315e-05,CFCCF3 <=> C2F2 + CF2,"{'C2F2': 1.0, 'CF2': 1.0}",{'CFCCF3': 1.0}
125,-7.596169170956555e-05,CH + H2 <=> CH2 + H,"{'CH2': 1.0, 'H': 1.0}","{'CH': 1.0, 'H2': 1.0}"
804,7.454921156494375e-05,CHFCO + H <=> CH2F + CO,"{'CH2F': 1.0, 'CO': 1.0}","{'CHFCO': 1.0, 'H': 1.0}"
1060,-7.410089868129335e-05,C3F6 + O <=> CF2CF2 + CF2O,"{'CF2CF2': 1.0, 'CF2O': 1.0}","{'C3F6': 1.0, 'O': 1.0}"
729,-7.211416715413269e-05,CHFCHF[Z] + O <=> CFO + CH2F,"{'CFO': 1.0, 'CH2F': 1.0}","{'CHFCHF[Z]': 1.0, 'O': 1.0}"
850,7.172873869743479e-05,CF3CHO (+M) <=> CF3 + HCO (+M),"{'CF3': 1.0, 'HCO': 1.0}",{'CF3CHO': 1.0}
35,-7.125202472002173e-05,H + N2 + O2 <=> HO2 + N2,"{'HO2': 1.0, 'N2': 1.0}","{'H': 1.0, 'N2': 1.0, 'O2': 1.0}"
296,-6.949031234147347e-05,CHF2 + OH <=> CHFO + HF,"{'CHFO': 1.0, 'HF': 1.0}","{'CHF2': 1.0, 'OH': 1.0}"
299,6.43929981664675e-05,CHF2 + HO2 => CF2O + H + OH,"{'CF2O': 1.0, 'H': 1.0, 'OH': 1.0}","{'CHF2': 1.0, 'HO2': 1.0}"
1011,-6.423546411490554e-05,CH-CFCF3 + OH <=> CFCCF3 + H2O,"{'CFCCF3': 1.0, 'H2O': 1.0}","{'CH-CFCF3': 1.0, 'OH': 1.0}"
270,-6.414222211778946e-05,CH2F + HCO <=> CH3F + CO,"{'CH3F': 1.0, 'CO': 1.0}","{'CH2F': 1.0, 'HCO': 1.0}"
269,-6.346963780728253e-05,CF3 + CH2O <=> CHF3 + HCO,"{'CHF3': 1.0, 'HCO': 1.0}","{'CF3': 1.0, 'CH2O': 1.0}"
381,-6.127339150587437e-05,CFO + CHF2 <=> CF2CO + HF,"{'CF2CO': 1.0, 'HF': 1.0}","{'CFO': 1.0, 'CHF2': 1.0}"
108,-6.060996347636304e-05,C2H2 + OH <=> C2H + H2O,"{'C2H': 1.0, 'H2O': 1.0}","{'C2H2': 1.0, 'OH': 1.0}"
96,5.984127203916809e-05,CH3 + OH <=> CH2(S) + H2O,"{'CH2(S)': 1.0, 'H2O': 1.0}","{'CH3': 1.0, 'OH': 1.0}"
225,-5.9537102752298006e-05,CH3F (+M) <=> CH2(S) + HF (+M),"{'CH2(S)': 1.0, 'HF': 1.0}",{'CH3F': 1.0}
575,5.750147802442933e-05,CF3-CF2 <=> CF2 + CF3,"{'CF2': 1.0, 'CF3': 1.0}",{'CF3-CF2': 1.0}
382,5.700749386564772e-05,CF2 + CFO <=> CF3 + CO,"{'CF3': 1.0, 'CO': 1.0}","{'CF2': 1.0, 'CFO': 1.0}"
748,5.479653066059892e-05,CHFCH[Z] + O2 <=> CHFO + HCO,"{'CHFO': 1.0, 'HCO': 1.0}","{'CHFCH[Z]': 1.0, 'O2': 1.0}"
938,-5.423974633892447e-05,CHFCHCF3 <=> CF3 + CHFCH[Z],"{'CF3': 1.0, 'CHFCH[Z]': 1.0}",{'CHFCHCF3': 1.0}
727,5.3875922371158444e-05,CF2CF2 + F <=> CF3-CF2,{'CF3-CF2': 1.0},"{'CF2CF2': 1.0, 'F': 1.0}"
823,-5.3416750389856865e-05,F + HCO <=> CO + HF,"{'CO': 1.0, 'HF': 1.0}","{'F': 1.0, 'HCO': 1.0}"
366,-5.3037911778007114e-05,CF2O + OH => CO2 + F + HF,"{'CO2': 1.0, 'F': 1.0, 'HF': 1.0}","{'CF2O': 1.0, 'OH': 1.0}"
683,-4.932214682257759e-05,CF2 + CH2(S) <=> C2HF + HF,"{'C2HF': 1.0, 'HF': 1.0}","{'CF2': 1.0, 'CH2(S)': 1.0}"
2,4.8607360125712804e-05,H2 + O <=> H + OH,"{'H': 1.0, 'OH': 1.0}","{'H2': 1.0, 'O': 1.0}"
766,4.859299890284707e-05,CHFCH[Z] + OH <=> CH2F + HCO,"{'CH2F': 1.0, 'HCO': 1.0}","{'CHFCH[Z]': 1.0, 'OH': 1.0}"
412,4.851677488249887e-05,CF3-CH2 + H <=> CF3 + CH3,"{'CF3': 1.0, 'CH3': 1.0}","{'CF3-CH2': 1.0, 'H': 1.0}"
379,-4.809644752559052e-05,CFO + CH2F <=> CHFCO + HF,"{'CHFCO': 1.0, 'HF': 1.0}","{'CFO': 1.0, 'CH2F': 1.0}"
739,-4.780788565976024e-05,CH2CHF + OH <=> CH2CF + H2O,"{'CH2CF': 1.0, 'H2O': 1.0}","{'CH2CHF': 1.0, 'OH': 1.0}"
738,-4.767461029153959e-05,CH2CHF + OH <=> CHFCH[Z] + H2O,"{'CHFCH[Z]': 1.0, 'H2O': 1.0}","{'CH2CHF': 1.0, 'OH': 1.0}"
834,-4.71832327208055e-05,CF3-CF2 + F <=> 2 CF3,{'CF3': 2.0},"{'CF3-CF2': 1.0, 'F': 1.0}"
1054,-4.5293243029106444e-05,C3F7 + OH <=> CF3 + CF3CO + HF,"{'CF3': 1.0, 'CF3CO': 1.0, 'HF': 1.0}","{'C3F7': 1.0, 'OH': 1.0}"
141,4.523218637678636e-05,CH2(S) + N2 <=> CH2 + N2,"{'CH2': 1.0, 'N2': 1.0}","{'CH2(S)': 1.0, 'N2': 1.0}"
228,-4.4925132850852777e-05,CH2F2 (+M) <=> CHF + HF (+M),"{'CHF': 1.0, 'HF': 1.0}",{'CH2F2': 1.0}
740,-4.474354541559262e-05,CH2CHF + OH <=> CH3 + CHFO,"{'CH3': 1.0, 'CHFO': 1.0}","{'CH2CHF': 1.0, 'OH': 1.0}"
774,4.4541653095440636e-05,C2HF + F (+M) <=> CHFCF[Z] (+M),{'CHFCF[Z]': 1.0},"{'C2HF': 1.0, 'F': 1.0}"
140,-4.447275792787785e-05,CH2 + HCCO <=> C2H3 + CO,"{'C2H3': 1.0, 'CO': 1.0}","{'CH2': 1.0, 'HCCO': 1.0}"
849,-4.436190942055883e-05,CF3CHO + F <=> CF3CO + HF,"{'CF3CO': 1.0, 'HF': 1.0}","{'CF3CHO': 1.0, 'F': 1.0}"
585,4.374161603714675e-05,CF3-CHF + O2 => CF3 + CHFO + O,"{'CF3': 1.0, 'CHFO': 1.0, 'O': 1.0}","{'CF3-CHF': 1.0, 'O2': 1.0}"
797,4.356973768064163e-05,CHF + CHF2 <=> CHFCHF[Z] + F,"{'CHFCHF[Z]': 1.0, 'F': 1.0}","{'CHF': 1.0, 'CHF2': 1.0}"
731,4.301295886374518e-05,CH2CF2 + O <=> CF2O + CH2,"{'CF2O': 1.0, 'CH2': 1.0}","{'CH2CF2': 1.0, 'O': 1.0}"
749,4.290012772948634e-05,CHFCF[Z] + O2 <=> CFO + CHFO,"{'CFO': 1.0, 'CHFO': 1.0}","{'CHFCF[Z]': 1.0, 'O2': 1.0}"
100,4.285686660016678e-05,CH2O + OH <=> H2O + HCO,"{'H2O': 1.0, 'HCO': 1.0}","{'CH2O': 1.0, 'OH': 1.0}"
743,4.26447195340671e-05,CHFCF2 + OH <=> CF2CF + H2O,"{'CF2CF': 1.0, 'H2O': 1.0}","{'CHFCF2': 1.0, 'OH': 1.0}"
177,-3.9537213873888446e-05,CH3 + O => CO + H + H2,"{'CO': 1.0, 'H': 1.0, 'H2': 1.0}","{'CH3': 1.0, 'O': 1.0}"
0,-3.933079661266258e-05,2 O + M <=> O2 + M,{'O2': 1.0},{'O': 2.0}
717,3.9310490518813726e-05,CHFCF2 + H <=> CF2CF + H2,"{'CF2CF': 1.0, 'H2': 1.0}","{'CHFCF2': 1.0, 'H': 1.0}"
54,-3.837810021844417e-05,H + HCO <=> CO + H2,"{'CO': 1.0, 'H2': 1.0}","{'H': 1.0, 'HCO': 1.0}"
45,3.769489186705e-05,H + HO2 <=> 2 OH,{'OH': 2.0},"{'H': 1.0, 'HO2': 1.0}"
937,3.72386488608226e-05,CHFCHCF3 <=> CF3CCH + HF,"{'CF3CCH': 1.0, 'HF': 1.0}",{'CHFCHCF3': 1.0}
279,3.643514474964056e-05,CH2F + H <=> CH2(S) + HF,"{'CH2(S)': 1.0, 'HF': 1.0}","{'CH2F': 1.0, 'H': 1.0}"
376,3.58008441101539e-05,CFO + OH <=> CO2 + HF,"{'CO2': 1.0, 'HF': 1.0}","{'CFO': 1.0, 'OH': 1.0}"
805,3.57560143683575e-05,CHFCO + H <=> CFCO + H2,"{'CFCO': 1.0, 'H2': 1.0}","{'CHFCO': 1.0, 'H': 1.0}"
747,3.5700049060523995e-05,CH2CF + O2 <=> C2HF + HO2,"{'C2HF': 1.0, 'HO2': 1.0}","{'CH2CF': 1.0, 'O2': 1.0}"
1026,3.461718451072453e-05,C3F7H + CF3 <=> C3F7 + CHF3,"{'C3F7': 1.0, 'CHF3': 1.0}","{'C3F7H': 1.0, 'CF3': 1.0}"
356,-3.445513973117264e-05,CF3O + CO <=> CF3 + CO2,"{'CF3': 1.0, 'CO2': 1.0}","{'CF3O': 1.0, 'CO': 1.0}"
187,3.334609618758577e-05,C2H3 + O2 <=> CH2CHO + O,"{'CH2CHO': 1.0, 'O': 1.0}","{'C2H3': 1.0, 'O2': 1.0}"
31,3.322555608451237e-05,CH2O + O2 <=> HCO + HO2,"{'HCO': 1.0, 'HO2': 1.0}","{'CH2O': 1.0, 'O2': 1.0}"
12,-3.31502253382256e-05,HCO + O <=> CO + OH,"{'CO': 1.0, 'OH': 1.0}","{'HCO': 1.0, 'O': 1.0}"
730,-3.312308720397714e-05,CH2CF2 + O <=> CHF2 + HCO,"{'CHF2': 1.0, 'HCO': 1.0}","{'CH2CF2': 1.0, 'O': 1.0}"
619,-3.24008487052691e-05,CF3-CF2 + OH => CF3 + CFO + HF,"{'CF3': 1.0, 'CFO': 1.0, 'HF': 1.0}","{'CF3-CF2': 1.0, 'OH': 1.0}"
281,-3.234816873127932e-05,CHF2 + H <=> CHF + HF,"{'CHF': 1.0, 'HF': 1.0}","{'CHF2': 1.0, 'H': 1.0}"
720,-3.2015717479541664e-05,CH2CHF + F <=> CHFCHF[Z] + H,"{'CHFCHF[Z]': 1.0, 'H': 1.0}","{'CH2CHF': 1.0, 'F': 1.0}"
439,-3.168025758718785e-05,CF3 + CH3 <=> CH3-CF3,{'CH3-CF3': 1.0},"{'CF3': 1.0, 'CH3': 1.0}"
815,3.149067080230595e-05,CH3F + F <=> CH2F + HF,"{'CH2F': 1.0, 'HF': 1.0}","{'CH3F': 1.0, 'F': 1.0}"
429,-3.099050410438103e-05,CH2F + CHF2 <=> CHFCHF[Z] + HF,"{'CHFCHF[Z]': 1.0, 'HF': 1.0}","{'CH2F': 1.0, 'CHF2': 1.0}"
809,3.088272009145664e-05,CHFCO + OH <=> CFCO + H2O,"{'CFCO': 1.0, 'H2O': 1.0}","{'CHFCO': 1.0, 'OH': 1.0}"
835,2.9315904224369896e-05,C2H4 + F <=> C2H3 + HF,"{'C2H3': 1.0, 'HF': 1.0}","{'C2H4': 1.0, 'F': 1.0}"
664,-2.903889014897132e-05,CF3-CHF + HO2 <=> CH2F-CF3 + O2,"{'CH2F-CF3': 1.0, 'O2': 1.0}","{'CF3-CHF': 1.0, 'HO2': 1.0}"
975,-2.8767571301703754e-05,CF3 + CFCHCF3 <=> CFCCF3 + CHF3,"{'CFCCF3': 1.0, 'CHF3': 1.0}","{'CF3': 1.0, 'CFCHCF3': 1.0}"
1008,-2.806047721996263e-05,CH-CFCF3 + H <=> CFCCF3 + H2,"{'CFCCF3': 1.0, 'H2': 1.0}","{'CH-CFCF3': 1.0, 'H': 1.0}"
746,2.7573419170897416e-05,CH2CF + O2 <=> CFO + CH2O,"{'CFO': 1.0, 'CH2O': 1.0}","{'CH2CF': 1.0, 'O2': 1.0}"
328,-2.702060385564836e-05,CF2 + H2O <=> CHFO + HF,"{'CHFO': 1.0, 'HF': 1.0}","{'CF2': 1.0, 'H2O': 1.0}"
378,2.6869982927505905e-05,CFO + CH3 <=> CH2CO + HF,"{'CH2CO': 1.0, 'HF': 1.0}","{'CFO': 1.0, 'CH3': 1.0}"
415,-2.6801622709379236e-05,CF3-CF2 + H <=> CF3 + CHF2,"{'CF3': 1.0, 'CHF2': 1.0}","{'CF3-CF2': 1.0, 'H': 1.0}"
949,-2.6799657522654114e-05,CHFCHCF3 + O <=> CF3-CH2 + CFO,"{'CF3-CH2': 1.0, 'CFO': 1.0}","{'CHFCHCF3': 1.0, 'O': 1.0}"
319,-2.622716728590577e-05,CHF + OH <=> CHFO + H,"{'CHFO': 1.0, 'H': 1.0}","{'CHF': 1.0, 'OH': 1.0}"
833,2.583290974455552e-05,CHF2-CF3 + F <=> CF3-CF2 + HF,"{'CF3-CF2': 1.0, 'HF': 1.0}","{'CHF2-CF3': 1.0, 'F': 1.0}"
436,-2.5114357047090116e-05,2 CH2F <=> CH2F-CH2F,{'CH2F-CH2F': 1.0},{'CH2F': 2.0}
802,-2.507874695343437e-05,CF2 + CHF2 <=> CF2CF2 + H,"{'CF2CF2': 1.0, 'H': 1.0}","{'CF2': 1.0, 'CHF2': 1.0}"
124,2.247797188279702e-05,CH + O2 <=> HCO + O,"{'HCO': 1.0, 'O': 1.0}","{'CH': 1.0, 'O2': 1.0}"
169,2.1959775102711735e-05,CH3O + O2 <=> CH2O + HO2,"{'CH2O': 1.0, 'HO2': 1.0}","{'CH3O': 1.0, 'O2': 1.0}"
792,-2.1939605815256072e-05,CF3 + CH2(S) <=> CH2CF2 + F,"{'CH2CF2': 1.0, 'F': 1.0}","{'CF3': 1.0, 'CH2(S)': 1.0}"
761,-2.1823235708098945e-05,CH2CF + OH <=> CH2CO + HF,"{'CH2CO': 1.0, 'HF': 1.0}","{'CH2CF': 1.0, 'OH': 1.0}"
331,-2.1772633548086244e-05,CHF + H <=> CF + H2,"{'CF': 1.0, 'H2': 1.0}","{'CHF': 1.0, 'H': 1.0}"
607,-2.118134201892668e-05,CF3-CF2 + O <=> CF2O + CF3,"{'CF2O': 1.0, 'CF3': 1.0}","{'CF3-CF2': 1.0, 'O': 1.0}"
1020,2.1115727544717726e-05,CFCCF3 + F <=> C2F2 + CF3,"{'C2F2': 1.0, 'CF3': 1.0}","{'CFCCF3': 1.0, 'F': 1.0}"
91,-2.1037075995886852e-05,CH2 + OH <=> CH2O + H,"{'CH2O': 1.0, 'H': 1.0}","{'CH2': 1.0, 'OH': 1.0}"
463,2.0767240678273626e-05,CH2F + CH3 <=> CH4 + CHF,"{'CH4': 1.0, 'CHF': 1.0}","{'CH2F': 1.0, 'CH3': 1.0}"
56,-2.0178709362241394e-05,CH2O + H (+M) <=> CH3O (+M),{'CH3O': 1.0},"{'CH2O': 1.0, 'H': 1.0}"
99,-1.9603007347364933e-05,HCO + OH <=> CO + H2O,"{'CO': 1.0, 'H2O': 1.0}","{'HCO': 1.0, 'OH': 1.0}"
21,-1.9494791534702555e-05,C2H2 + O <=> C2H + OH,"{'C2H': 1.0, 'OH': 1.0}","{'C2H2': 1.0, 'O': 1.0}"
343,-1.9486420989518314e-05,CF + H <=> C + HF,"{'C': 1.0, 'HF': 1.0}","{'CF': 1.0, 'H': 1.0}"
977,-1.9471020075157195e-05,CF2 + CFCHCF3 <=> CFCCF3 + CHF2,"{'CFCCF3': 1.0, 'CHF2': 1.0}","{'CF2': 1.0, 'CFCHCF3': 1.0}"
974,-1.9255321226703895e-05,CF3 + CHFCCF3 <=> CFCCF3 + CHF3,"{'CFCCF3': 1.0, 'CHF3': 1.0}","{'CF3': 1.0, 'CHFCCF3': 1.0}"
891,-1.9080733017001644e-05,CF3CHCH <=> C2H2 + CF3,"{'C2H2': 1.0, 'CF3': 1.0}",{'CF3CHCH': 1.0}
991,-1.8690905501276244e-05,CH2CFCF3 + O2 <=> CH-CFCF3 + HO2,"{'CH-CFCF3': 1.0, 'HO2': 1.0}","{'CH2CFCF3': 1.0, 'O2': 1.0}"
751,1.8567952236718727e-05,CF2CF + O2 <=> CF2O + CFO,"{'CF2O': 1.0, 'CFO': 1.0}","{'CF2CF': 1.0, 'O2': 1.0}"
302,-1.8506181955874154e-05,CHF2 + HO2 <=> CH2F2 + O2,"{'CH2F2': 1.0, 'O2': 1.0}","{'CHF2': 1.0, 'HO2': 1.0}"
219,-1.8342516095860677e-05,F + H + M <=> HF + M,{'HF': 1.0},"{'F': 1.0, 'H': 1.0}"
783,-1.8000273021622404e-05,CH2 + CH2F <=> CH2CHF + H,"{'CH2CHF': 1.0, 'H': 1.0}","{'CH2': 1.0, 'CH2F': 1.0}"
770,1.795453209345487e-05,C2HF + H (+M) <=> CH2CF (+M),{'CH2CF': 1.0},"{'C2HF': 1.0, 'H': 1.0}"
890,-1.7588128145331587e-05,CF3CCH2 <=> C2H2 + CF3,"{'C2H2': 1.0, 'CF3': 1.0}",{'CF3CCH2': 1.0}
280,1.7573668262734516e-05,CH2F + H <=> CHF + H2,"{'CHF': 1.0, 'H2': 1.0}","{'CH2F': 1.0, 'H': 1.0}"
346,-1.6971245649358484e-05,CF + HO2 => CFO + OH,"{'CFO': 1.0, 'OH': 1.0}","{'CF': 1.0, 'HO2': 1.0}"
784,-1.6749235062260524e-05,CH2 + CH2F <=> C2H4 + F,"{'C2H4': 1.0, 'F': 1.0}","{'CH2': 1.0, 'CH2F': 1.0}"
271,-1.5133069344158744e-05,CHF2 + HCO <=> CH2F2 + CO,"{'CH2F2': 1.0, 'CO': 1.0}","{'CHF2': 1.0, 'HCO': 1.0}"
858,-1.5130200891319734e-05,F2 + H <=> F + HF,"{'F': 1.0, 'HF': 1.0}","{'F2': 1.0, 'H': 1.0}"
684,-1.49196605309459e-05,2 CHF <=> C2HF + HF,"{'C2HF': 1.0, 'HF': 1.0}",{'CHF': 2.0}
1045,-1.4907969427107968e-05,C3F7 (+M) <=> CF2CF2 + CF3 (+M),"{'CF2CF2': 1.0, 'CF3': 1.0}",{'C3F7': 1.0}
273,-1.4779732558500997e-05,CH2F + HCO <=> CH2CO + HF,"{'CH2CO': 1.0, 'HF': 1.0}","{'CH2F': 1.0, 'HCO': 1.0}"
1036,-1.4730984518408475e-05,C3F7 + H <=> C3F6 + HF,"{'C3F6': 1.0, 'HF': 1.0}","{'C3F7': 1.0, 'H': 1.0}"
171,-1.4693934707407169e-05,C2H + H2 <=> C2H2 + H,"{'C2H2': 1.0, 'H': 1.0}","{'C2H': 1.0, 'H2': 1.0}"
763,-1.4575627580752933e-05,CHFCF[Z] + OH <=> CHFCO + HF,"{'CHFCO': 1.0, 'HF': 1.0}","{'CHFCF[Z]': 1.0, 'OH': 1.0}"
855,-1.4536033875172625e-05,CF3COF + F <=> CF2O + CF3,"{'CF2O': 1.0, 'CF3': 1.0}","{'CF3COF': 1.0, 'F': 1.0}"
467,-1.4014453522412692e-05,CH2F + CHF2 <=> CF2 + CH3F,"{'CF2': 1.0, 'CH3F': 1.0}","{'CH2F': 1.0, 'CHF2': 1.0}"
986,1.3742451902308735e-05,CH2CFCF3 (+M) => CF3 + CH2CF (+M),"{'CF3': 1.0, 'CH2CF': 1.0}",{'CH2CFCF3': 1.0}
713,-1.3693347899632175e-05,CH2CHF + H <=> CHFCH[Z] + H2,"{'CHFCH[Z]': 1.0, 'H2': 1.0}","{'CH2CHF': 1.0, 'H': 1.0}"
959,-1.3522494410070324e-05,CFCHCF3 <=> C2HF + CF3,"{'C2HF': 1.0, 'CF3': 1.0}",{'CFCHCF3': 1.0}
714,-1.3243582717989689e-05,CH2CHF + H <=> CH2CF + H2,"{'CH2CF': 1.0, 'H2': 1.0}","{'CH2CHF': 1.0, 'H': 1.0}"
590,1.31193365460237e-05,CF3-CH2 + O <=> CF2CO + H + HF,"{'CF2CO': 1.0, 'H': 1.0, 'HF': 1.0}","{'CF3-CH2': 1.0, 'O': 1.0}"
1012,-1.3063275665876007e-05,CH-CFCF3 + CH3 <=> CFCCF3 + CH4,"{'CFCCF3': 1.0, 'CH4': 1.0}","{'CH-CFCF3': 1.0, 'CH3': 1.0}"
131,-1.3031537747698783e-05,CH + CO2 <=> CO + HCO,"{'CO': 1.0, 'HCO': 1.0}","{'CH': 1.0, 'CO2': 1.0}"
84,1.300166852577782e-05,2 OH (+M) <=> H2O2 (+M),{'H2O2': 1.0},{'OH': 2.0}
9,-1.2842640368148846e-05,CH3 + O <=> CH2O + H,"{'CH2O': 1.0, 'H': 1.0}","{'CH3': 1.0, 'O': 1.0}"
1018,-1.2553029163425101e-05,CFCCF3 + O <=> CF3 + CFCO,"{'CF3': 1.0, 'CFCO': 1.0}","{'CFCCF3': 1.0, 'O': 1.0}"
689,-1.2387906042517698e-05,CF2 + CHF <=> CHFCF2,{'CHFCF2': 1.0},"{'CF2': 1.0, 'CHF': 1.0}"
1009,-1.2342685288384824e-05,CH-CFCF3 + H <=> CF3CCH + HF,"{'CF3CCH': 1.0, 'HF': 1.0}","{'CH-CFCF3': 1.0, 'H': 1.0}"
786,-1.1839350154667327e-05,CH2 + CHF2 <=> CH2CHF + F,"{'CH2CHF': 1.0, 'F': 1.0}","{'CH2': 1.0, 'CHF2': 1.0}"
742,1.1681250531174201e-05,CH2CF2 + OH <=> CF2CH + H2O,"{'CF2CH': 1.0, 'H2O': 1.0}","{'CH2CF2': 1.0, 'OH': 1.0}"
600,-1.1639960647999606e-05,CF3-CH2 + O <=> CF3 + CH2O,"{'CF3': 1.0, 'CH2O': 1.0}","{'CF3-CH2': 1.0, 'O': 1.0}"
404,-1.1320418675363892e-05,CF3-CF2 + H <=> CF2CF2 + HF,"{'CF2CF2': 1.0, 'HF': 1.0}","{'CF3-CF2': 1.0, 'H': 1.0}"
644,1.1267187975186209e-05,CF3-CH2 + HO2 => CF3 + CH2O + OH,"{'CF3': 1.0, 'CH2O': 1.0, 'OH': 1.0}","{'CF3-CH2': 1.0, 'HO2': 1.0}"
24,-1.0884175945604258e-05,C2H4 + O <=> CH3 + HCO,"{'CH3': 1.0, 'HCO': 1.0}","{'C2H4': 1.0, 'O': 1.0}"
121,-1.055801502850654e-05,C + O2 <=> CO + O,"{'CO': 1.0, 'O': 1.0}","{'C': 1.0, 'O2': 1.0}"
728,1.0519448441363088e-05,CH2CHF + O <=> CH2F + HCO,"{'CH2F': 1.0, 'HCO': 1.0}","{'CH2CHF': 1.0, 'O': 1.0}"
85,-1.0328878053152885e-05,2 OH <=> H2O + O,"{'H2O': 1.0, 'O': 1.0}",{'OH': 2.0}
83,1.0323133089134004e-05,H2 + OH <=> H + H2O,"{'H': 1.0, 'H2O': 1.0}","{'H2': 1.0, 'OH': 1.0}"
953,-1.027312389315019e-05,CHFCHCF3 + F <=> CFCHCF3 + HF,"{'CFCHCF3': 1.0, 'HF': 1.0}","{'CHFCHCF3': 1.0, 'F': 1.0}"
249,1.0255464286552202e-05,CHF3 + OH <=> CF3 + H2O,"{'CF3': 1.0, 'H2O': 1.0}","{'CHF3': 1.0, 'OH': 1.0}"
464,1.0201280548766853e-05,2 CH2F <=> CH3F + CHF,"{'CH3F': 1.0, 'CHF': 1.0}",{'CH2F': 2.0}
