rxn number,sensitivity,cantera equation,cantera products,cantera reactants
0,0.004021665965564653,H(5) + O2(3) <=> O(6) + OH(2),"{'O(6)': 1.0, 'OH(2)': 1.0}","{'H(5)': 1.0, 'O2(3)': 1.0}"
859,-0.0018802682238737865,CF3(123) + H(5) <=> CF2(130) + HF(120),"{'CF2(130)': 1.0, 'HF(120)': 1.0}","{'CF3(123)': 1.0, 'H(5)': 1.0}"
903,0.0011549937411118028,CF3(123) + O2(3) <=> CF3O(135) + O(6),"{'CF3O(135)': 1.0, 'O(6)': 1.0}","{'CF3(123)': 1.0, 'O2(3)': 1.0}"
1553,-0.001134129724374285,C3H2F4(1) + F(118) <=> CF3(123) + S(142),"{'CF3(123)': 1.0, 'S(142)': 1.0}","{'C3H2F4(1)': 1.0, 'F(118)': 1.0}"
961,-0.0009369164896365841,CF2O(129) + H(5) <=> CFO(126) + HF(120),"{'CFO(126)': 1.0, 'HF(120)': 1.0}","{'CF2O(129)': 1.0, 'H(5)': 1.0}"
3814,0.0008878347903194745,C3HF4(248) + O2(3) <=> O(6) + S(2811),"{'O(6)': 1.0, 'S(2811)': 1.0}","{'C3HF4(248)': 1.0, 'O2(3)': 1.0}"
921,0.0008118686367642802,CF2(130) + O2(3) <=> CF2O(129) + O(6),"{'CF2O(129)': 1.0, 'O(6)': 1.0}","{'CF2(130)': 1.0, 'O2(3)': 1.0}"
925,0.000756099063254269,CF2(130) + OH(2) <=> CF2O(129) + H(5),"{'CF2O(129)': 1.0, 'H(5)': 1.0}","{'CF2(130)': 1.0, 'OH(2)': 1.0}"
923,-0.0007340443700736613,CF2(130) + O(6) <=> CFO(126) + F(118),"{'CFO(126)': 1.0, 'F(118)': 1.0}","{'CF2(130)': 1.0, 'O(6)': 1.0}"
30,0.0006446983655541882,CO(11) + OH(2) <=> CO2(8) + H(5),"{'CO2(8)': 1.0, 'H(5)': 1.0}","{'CO(11)': 1.0, 'OH(2)': 1.0}"
2530,0.0006207599674779325,C2HF2(163) + CF3(123) <=> C2HF(137) + CF4(133),"{'C2HF(137)': 1.0, 'CF4(133)': 1.0}","{'C2HF2(163)': 1.0, 'CF3(123)': 1.0}"
4017,0.0006121498754718974,CHF(121) + O2(3) <=> CFO2(872) + H(5),"{'CFO2(872)': 1.0, 'H(5)': 1.0}","{'CHF(121)': 1.0, 'O2(3)': 1.0}"
1510,0.0005812716905490656,C3H2F4(1) + OH(2) <=> C3HF4(175) + H2O(4),"{'C3HF4(175)': 1.0, 'H2O(4)': 1.0}","{'C3H2F4(1)': 1.0, 'OH(2)': 1.0}"
927,-0.0005243099041413315,CF2(130) + OH(2) <=> CFO(126) + HF(120),"{'CFO(126)': 1.0, 'HF(120)': 1.0}","{'CF2(130)': 1.0, 'OH(2)': 1.0}"
902,0.0004908279468650377,CHF2(128) + O2(3) => CF2O(129) + H(5) + O(6),"{'CF2O(129)': 1.0, 'H(5)': 1.0, 'O(6)': 1.0}","{'CHF2(128)': 1.0, 'O2(3)': 1.0}"
3898,-0.0004673165757088455,C3HF4(274) <=> C3HF3(174) + F(118),"{'C3HF3(174)': 1.0, 'F(118)': 1.0}",{'C3HF4(274)': 1.0}
1502,0.0003499533762753642,C3H2F4(1) + F(118) <=> C3HF4(175) + HF(120),"{'C3HF4(175)': 1.0, 'HF(120)': 1.0}","{'C3H2F4(1)': 1.0, 'F(118)': 1.0}"
840,-0.00028009329586832607,F(118) + OH(2) <=> HF(120) + O(6),"{'HF(120)': 1.0, 'O(6)': 1.0}","{'F(118)': 1.0, 'OH(2)': 1.0}"
1527,-0.0002777651391171768,C3H2F4(1) + H(5) <=> C2H3F(138) + CF3(123),"{'C2H3F(138)': 1.0, 'CF3(123)': 1.0}","{'C3H2F4(1)': 1.0, 'H(5)': 1.0}"
942,0.0002739137235201399,CF(125) + O2(3) <=> CFO(126) + O(6),"{'CFO(126)': 1.0, 'O(6)': 1.0}","{'CF(125)': 1.0, 'O2(3)': 1.0}"
157,0.0002733013132835596,C2H2(21) + O(6) <=> H(5) + HCCO(17),"{'H(5)': 1.0, 'HCCO(17)': 1.0}","{'C2H2(21)': 1.0, 'O(6)': 1.0}"
3745,0.00023974627648413503,F(118) + S(242) <=> C3HF4(248) + HF(120),"{'C3HF4(248)': 1.0, 'HF(120)': 1.0}","{'F(118)': 1.0, 'S(242)': 1.0}"
3811,-0.00022721241778683764,C3HF4(248) <=> C3HF3(174) + F(118),"{'C3HF3(174)': 1.0, 'F(118)': 1.0}",{'C3HF4(248)': 1.0}
1538,0.00022564644484094967,C3H2F4(1) + O(6) <=> C2F4O(169) + CH2(16),"{'C2F4O(169)': 1.0, 'CH2(16)': 1.0}","{'C3H2F4(1)': 1.0, 'O(6)': 1.0}"
1508,0.00021308350847407868,C3H2F4(1) + O(6) <=> C3HF4(175) + OH(2),"{'C3HF4(175)': 1.0, 'OH(2)': 1.0}","{'C3H2F4(1)': 1.0, 'O(6)': 1.0}"
